sample_index,sampler_id,timestamp_s,monotonic_s,sample_t_mono,link,rho,throughput_mbps,tx_bytes_delta,dt_s,rx_bytes_delta,rho_rx,read_duration_us
0,0,0.200211,5677.496389359,5677.496389359,uA,0.83801739,6.70413911,165830,0.19788372,165830,0.83801739,211.7
0,0,0.200211,5677.496389359,5677.496389359,uB,0.85502064,5.13012384,126896,0.19788372,126896,0.85502064,211.7
0,0,0.200211,5677.496389359,5677.496389359,ac,0.95218208,5.71309246,141316,0.19788372,141316,0.95218208,211.7
0,0,0.200211,5677.496389359,5677.496389359,ad,0.96189822,3.84759288,95172,0.19788372,95172,0.96189822,211.7
0,0,0.200211,5677.496389359,5677.496389359,bc,0.97161436,5.82968618,144200,0.19788372,144200,0.97161436,211.7
0,0,0.200211,5677.496389359,5677.496389359,bd,0.96189822,5.77138932,142758,0.19788372,142758,0.96189822,211.7
0,0,0.200211,5677.496389359,5677.496389359,vC,0.23318745,1.86549958,46144,0.19788372,46144,0.23318745,211.7
0,0,0.200211,5677.496389359,5677.496389359,vD,0.17489059,1.04934351,25956,0.19788372,25956,0.17489059,211.7
1,0,0.400197,5677.696374922,5677.696374922,uA,0.82199934,6.57599469,164388,0.19998556,164388,0.82199934,194.5
1,0,0.400197,5677.696374922,5677.696374922,uB,0.84603440,5.07620643,126896,0.19998556,126896,0.84603440,194.5
1,0,0.400197,5677.696374922,5677.696374922,ac,0.95178870,5.71073223,142758,0.19998556,142758,0.95178870,194.5
1,0,0.400197,5677.696374922,5677.696374922,ad,0.96620975,3.86483898,96614,0.19998556,96614,0.96620975,194.5
1,0,0.400197,5677.696374922,5677.696374922,bc,0.94217468,5.65304807,141316,0.19998556,141316,0.94217468,194.5
1,0,0.400197,5677.696374922,5677.696374922,bd,0.95178870,5.71073223,142758,0.19998556,142758,0.95178870,194.5
1,0,0.400197,5677.696374922,5677.696374922,vC,0.82199934,6.57599469,164388,0.19998556,164388,0.82199934,194.5
1,0,0.400197,5677.696374922,5677.696374922,vD,0.85564843,5.13389059,128338,0.19998556,128338,0.85564843,194.5
2,0,0.600209,5677.896387430,5677.896387430,uA,0.82909815,6.63278522,165830,0.20001251,165830,0.82909815,223.5
2,0,0.600209,5677.896387430,5677.896387430,uB,0.84592043,5.07552260,126896,0.20001251,126896,0.84592043,223.5
2,0,0.600209,5677.896387430,5677.896387430,ac,0.94204776,5.65228653,141316,0.20001251,141316,0.94204776,223.5
2,0,0.600209,5677.896387430,5677.896387430,ad,0.95166049,3.80664195,95172,0.20001251,95172,0.95166049,223.5
2,0,0.600209,5677.896387430,5677.896387430,bc,0.94204776,5.65228653,141316,0.20001251,141316,0.94204776,223.5
2,0,0.600209,5677.896387430,5677.896387430,bd,0.95166049,5.70996293,142758,0.20001251,142758,0.95166049,223.5
2,0,0.600209,5677.896387430,5677.896387430,vC,0.82909815,6.63278522,165830,0.20001251,165830,0.82909815,223.5
2,0,0.600209,5677.896387430,5677.896387430,vD,0.85553317,5.13319900,128338,0.20001251,128338,0.85553317,223.5
3,0,0.800191,5678.096369067,5678.096369067,uA,0.82201547,6.57612375,164388,0.19998164,164388,0.82201547,197.3
3,0,0.800191,5678.096369067,5678.096369067,uB,0.84605101,5.07630606,126896,0.19998164,126896,0.84605101,197.3
3,0,0.800191,5678.096369067,5678.096369067,ac,0.95180739,5.71084431,142758,0.19998164,142758,0.95180739,197.3
3,0,0.800191,5678.096369067,5678.096369067,ad,0.95180739,3.80722954,95172,0.19998164,95172,0.95180739,197.3
3,0,0.800191,5678.096369067,5678.096369067,bc,0.94219317,5.65315902,141316,0.19998164,141316,0.94219317,197.3
3,0,0.800191,5678.096369067,5678.096369067,bd,0.95180739,5.71084431,142758,0.19998164,142758,0.95180739,197.3
3,0,0.800191,5678.096369067,5678.096369067,vC,0.82201547,6.57612375,164388,0.19998164,164388,0.82201547,197.3
