mode,bw,q,rho,delay_mean_ms,delay_sd_ms,loss,se_batch_mean_ms,se_naive_mean_ms,n_seed,n_rows,n_pkt,source,se_mean_ms
poisson,6.0,13,0.64,0.888921083006171,0.028869457274117157,0.0,0.04282469769759874,0.01265520244657747,5,5,94883,phase-20R,0.012910813787690349
poisson,6.0,13,0.66,1.011861598508586,0.023860926016098363,0.0,0.04792519296328998,0.01377090140570576,5,5,97816,phase-20R,0.010670930515617835
poisson,6.0,13,0.68,1.149933347304882,0.040667569749008786,9.958175662218682e-06,0.05566544242619033,0.014966581202900097,5,5,100774,phase-20R,0.01818709008769954
poisson,6.0,13,0.7,1.295976474518973,0.031521694368883565,5.780753573910424e-05,0.07169110099082032,0.016305607663264082,5,5,103789,phase-L,0.014096930274959197
poisson,6.0,13,0.72,1.5129444734723676,0.062004182578073094,6.572777147846023e-05,0.07943142691307956,0.017946443623367055,5,5,106745,phase-20R,0.02772911342677592
poisson,6.0,13,0.74,1.746888259861377,0.07171230835824598,0.00010031808571329728,0.10030361762147857,0.019697235493501403,5,5,109727,phase-20R,0.032070719262492865
poisson,6.0,13,0.76,2.021462532313252,0.07427201723547407,0.000239410891715853,0.11018033862469037,0.02175570248344566,5,5,112693,phase-20R,0.0332154558729112
poisson,6.0,13,0.78,2.341575046687011,0.07415600427829709,0.00038014929135601406,0.11855946199748724,0.023925205496043,5,5,115642,phase-20R,0.033163573301207505
poisson,6.0,13,0.8,2.6008710065993625,0.10013273971301499,0.0005052772552693655,0.14277944295014833,0.02532873031774785,5,5,118669,phase-L,0.04478072255431886
poisson,6.0,13,0.82,3.174004390856777,0.0924989100982932,0.000994357793546691,0.15609357417246122,0.02880230030958712,5,5,121533,phase-20R,0.04136677016488507
poisson,6.0,13,0.84,3.7204806253286384,0.11266097428006626,0.0014673760001488105,0.15542522082292926,0.03147664267646644,5,5,124472,phase-20R,0.05038351938031672
poisson,6.0,13,0.86,4.365160710145458,0.14716939032032142,0.0024745242383360853,0.2278002340737621,0.03424201255716794,5,5,127309,phase-20R,0.06581615219268765
poisson,6.0,13,0.88,5.074562345570167,0.14476810696016437,0.003826667319476664,0.254975972958764,0.0367067243721529,5,5,130107,phase-20R,0.06474226562737759
poisson,6.0,13,0.9,5.724836983781161,0.2800172846263041,0.005621790660557967,0.2925059069131281,0.0385568847718055,5,5,132839,phase-L,0.12522753665986455
poisson,6.0,13,0.92,6.978215672988452,0.20860116563125455,0.008984193268488563,0.3743488134506596,0.04231386118177284,5,5,135302,phase-20R,0.0932892773074356
poisson,6.0,13,0.94,8.078883764122057,0.21826537818065397,0.013251499946061077,0.40662951922202434,0.04452191564508638,5,5,137639,phase-20R,0.09761124454932833
poisson,6.0,13,0.96,9.246844174412146,0.2692123095922214,0.019466749543607786,0.44559806325218554,0.04625030638825163,5,5,139689,phase-20R,0.12039540492558515
poisson,6.0,13,0.98,10.476932435703379,0.32821511795532277,0.025746763724744097,0.3651844511601506,0.04685026086604212,10,10,283606,phase-L,0.10379073352396466
poisson,6.0,13,1.0,11.755265812169037,0.3383229111583711,0.034720149854520224,0.35057776856917755,0.04711598065367032,10,10,286762,phase-L,0.10698709838792482
poisson,6.0,13,1.02,13.048219929155835,0.28604522807767135,0.04510986574389514,0.3482888157977026,0.04663813634011671,10,10,289398,phase-L,0.09045544345477889
poisson,6.0,13,1.04,14.201661167370073,0.3797505541960579,0.057910185157372576,0.46508246315429175,0.04571108977159472,5,5,145458,phase-20R,0.16982961073512068
poisson,8.0,18,0.5,0.34956119421612114,0.012950922732329798,0.0,0.015729165955246704,0.005113322328145099,5,5,98858,phase-L,0.005791828720167348
poisson,8.0,18,0.52,0.36928372241736446,0.008729164228178644,0.0,0.013962652329050581,0.005353060291101634,5,5,102765,phase-20R,0.003903800920193386
poisson,8.0,18,0.54,0.4064684923224601,0.00990615999890099,0.0,0.013021639056929383,0.0057398254700974745,5,5,106752,phase-20R,0.00443016943070637
poisson,8.0,18,0.56,0.4454458913001324,0.01435817506671995,0.0,0.016385370615585083,0.006128842711516343,5,5,110732,phase-20R,0.006421171096405677
poisson,8.0,18,0.58,0.5048292681697056,0.020289753388622888,0.0,0.018453223615970838,0.006811594996279456,5,5,114688,phase-20R,0.009073853564733496
poisson,8.0,18,0.6,0.564401596406727,0.016585365473758544,0.0,0.02279309342858409,0.007543273040367712,5,5,118729,phase-L,0.007417200926200422
poisson,8.0,18,0.62,0.6193183160813394,0.03179139667207578,0.0,0.024944128747819296,0.00769053511547111,5,5,122662,phase-20R,0.014217544811684408
poisson,8.0,18,0.64,0.7062187749684397,0.044844358489334095,0.0,0.028970455975590108,0.008458352131683744,5,5,126627,phase-20R,0.020055006797904163
poisson,8.0,18,0.66,0.8005981881523656,0.039563751801186695,0.0,0.03491655513979345,0.009182789393814957,5,5,130607,phase-20R,0.017693447694476637
poisson,8.0,18,0.68,0.8962886598194023,0.04569889927240351,0.0,0.043185876128003925,0.009914748438182588,5,5,134579,phase-20R,0.020437169054001985
poisson,8.0,18,0.7,1.0061274338041943,0.018323801653491605,0.0,0.042755891236496105,0.010713706244406925,5,5,138548,phase-L,0.008194653220686054
poisson,8.0,18,0.72,1.1637266159945872,0.05612279296428827,0.0,0.05755724774781702,0.011892719465819414,5,5,142463,phase-20R,0.0250988760310591
poisson,8.0,18,0.74,1.3256458113615148,0.05906588655631723,0.0,0.05945923328515525,0.012965198756537632,5,5,146416,phase-20R,0.026415067498243256
poisson,8.0,18,0.76,1.5356533329776016,0.06226590822645274,6.67044658639896e-06,0.07522249855517932,0.01432878216096059,5,5,150401,phase-20R,0.027846160695022337
poisson,8.0,18,0.78,1.8013807879671968,0.08036277626548691,1.9481151985454074e-05,0.09515299719336075,0.015939532532639827,5,5,154398,phase-20R,0.03593932611804708
poisson,8.0,18,0.8,2.013052946938111,0.055875313021932806,3.1505012298023376e-05,0.10192507938198765,0.017116913516097003,5,5,158411,phase-L,0.02498819963622419
poisson,8.0,18,0.82,2.488519195569082,0.11143213827554777,0.00012313819176399434,0.13071439421150202,0.019983419111509998,5,5,162308,phase-20R,0.0498339672124562
poisson,8.0,18,0.84,2.9367204888961393,0.12150178898868313,0.00030629530689892814,0.14392846282050398,0.022190398240658438,5,5,166214,phase-20R,0.054337251913306184
poisson,8.0,18,0.86,3.4668632321319777,0.1475977910572559,0.0005690668529199003,0.19683974836640752,0.02454785917674176,5,5,170134,phase-20R,0.06600773882656695
poisson,8.0,18,0.88,4.166975108943201,0.14349730722683177,0.0010723358791484392,0.2341531688881746,0.027362823292991854,5,5,174018,phase-20R,0.06417394670947353
poisson,8.0,18,0.9,4.9524827971212435,0.20030050130776658,0.0018058905446042713,0.23465972985269695,0.030111986405444553,5,5,177932,phase-L,0.08957710737029032
