episode,seed,epsilon,train_return,train_loss,steps,z_steps
1,401000,1.0,4.09760758,,5,0
2,401001,0.995,3.01711968,,5,12
3,401002,0.990025,4.17989222,,5,0
4,401003,0.98507488,3.8718848,,4,12
5,401004,0.9801495,3.12884389,,4,1
6,401005,0.97524875,3.27461861,,4,1
7,401006,0.97037251,3.16841628,,4,3
8,401007,0.96552065,3.14208159,,4,8
9,401008,0.96069304,3.04441525,,5,1
10,401009,0.95588958,3.15254084,,4,8
11,401010,0.95111013,4.15220745,,5,0
12,401011,0.94635458,3.09564489,,4,1
13,401012,0.94162281,3.05852404,,4,0
14,401013,0.93691469,3.20941209,,5,12
15,401014,0.93223012,3.11873086,,5,0
16,401015,0.92756897,3.16937359,,5,3
17,401016,0.92293112,4.15886603,,5,1
18,401017,0.91831647,3.95554148,,4,3
19,401018,0.91372489,4.13736738,,5,3
20,401019,0.90915626,4.00391119,,4,5
21,401020,0.90461048,3.85222625,,4,3
22,401021,0.90008743,4.13566385,,5,5
23,401022,0.89558699,3.32159216,,4,3
24,401023,0.89110906,3.90049643,,4,8
25,401024,0.88665351,4.11254941,,5,3
26,401025,0.88222024,4.1179539,,5,3
27,401026,0.87780914,4.16475219,,5,8
28,401027,0.8734201,3.15909551,,5,12
29,401028,0.869053,4.22477616,,5,5
30,401029,0.86470773,2.9444027,,5,12
31,401030,0.86038419,3.19830266,,5,8
32,401031,0.85608227,3.09534629,,5,8
33,401032,0.85180186,3.15719498,,5,8
34,401033,0.84754285,3.17502071,,5,1
35,401034,0.84330514,3.94342288,,4,5
36,401035,0.83908861,3.08732064,,4,1
37,401036,0.83489317,3.05341059,,5,0
38,401037,0.8307187,3.12275528,,5,0
39,401038,0.82656511,3.15397684,,4,1
40,401039,0.82243228,3.87886462,,4,3
41,401040,0.81832012,3.86725742,,4,12
42,401041,0.81422852,3.91868385,,4,8
43,401042,0.81015738,3.01600019,,5,0
44,401043,0.80610659,3.1483017,,4,0
45,401044,0.80207606,3.21145906,,4,0
46,401045,0.79806568,3.97661637,,4,3
47,401046,0.79407535,3.15811111,,4,0
48,401047,0.79010497,3.05822585,,4,8
49,401048,0.78615445,2.9858957,,5,5
50,401049,0.78222368,4.16764367,,5,0
51,401050,0.77831256,4.09126733,,5,12
52,401051,0.77442099,3.26972624,,5,3
53,401052,0.77054889,3.95242293,,4,1
54,401053,0.76669614,2.93998719,,4,8
55,401054,0.76286266,3.99925627,,4,5
56,401055,0.75904835,3.0074448,,4,3
57,401056,0.75525311,4.07365636,,5,8
58,401057,0.75147684,4.1695556,,5,3
59,401058,0.74771946,3.99106747,,4,0
60,401059,0.74398086,3.21719965,,4,5
61,401060,0.74026096,3.9677409,,4,3
62,401061,0.73655965,3.98096057,,4,1
63,401062,0.73287685,3.05223102,,5,3
64,401063,0.72921247,3.87067751,,4,3
65,401064,0.72556641,3.92983053,,4,8
66,401065,0.72193858,3.88030384,,4,3
67,401066,0.71832888,2.99779761,,5,1
68,401067,0.71473724,3.14078306,,5,5
69,401068,0.71116355,4.10441551,,5,3
70,401069,0.70760773,3.12743826,,4,5
71,401070,0.7040697,4.00569663,,4,5
72,401071,0.70054935,3.16086314,,4,1
73,401072,0.6970466,3.91192127,,4,8
74,401073,0.69356137,3.95054026,,4,0
75,401074,0.69009356,3.10662072,,4,3
76,401075,0.68664309,4.09710721,,5,3
77,401076,0.68320988,3.95239216,,4,5
78,401077,0.67979383,3.09724794,,4,5
79,401078,0.67639486,3.86222951,,4,8
80,401079,0.67301288,3.84589611,,4,1
81,401080,0.66964782,3.28115083,,4,8
82,401081,0.66629958,3.10248421,,4,5
83,401082,0.66296808,3.10669589,,4,8
84,401083,0.65965324,3.89298844,,4,0
85,401084,0.65635498,4.1393605,,5,1
86,401085,0.6530732,2.99612096,,4,1
87,401086,0.64980784,3.06498607,,5,0
88,401087,0.6465588,4.06472636,,5,5
89,401088,0.643326,3.81896889,,4,12
90,401089,0.64010937,3.91172552,,4,12
91,401090,0.63690883,2.97376296,,5,0
92,401091,0.63372428,3.01893049,,4,12
93,401092,0.63055566,3.97649205,,4,3
94,401093,0.62740288,3.92539244,,4,1
95,401094,0.62426587,3.35920181,,4,8
96,401095,0.62114454,3.98412428,,4,5
97,401096,0.61803882,4.16684916,,5,12
98,401097,0.61494862,3.87620923,,4,0
99,401098,0.61187388,3.91870332,,4,12
100,401099,0.60881451,3.95807215,,4,12
101,401100,0.60577044,4.0850722,,5,5
102,401101,0.60274158,3.17450978,,4,5
103,401102,0.59972788,3.93655394,,4,0
104,401103,0.59672924,3.12733227,,5,8
105,401104,0.59374559,4.01988665,,4,1
106,401105,0.59077686,3.16843812,,5,12
107,401106,0.58782298,3.28051314,,4,0
108,401107,0.58488386,3.88143254,,4,8
109,401108,0.58195944,3.98716792,,4,1
110,401109,0.57904965,3.90069629,,4,8
111,401110,0.5761544,3.31711731,,4,8
112,401111,0.57327363,3.2031058,,4,5
113,401112,0.57040726,3.11906567,,4,5
114,401113,0.56755522,3.90128102,,4,12
115,401114,0.56471745,3.31647906,0.70759255,4,1
116,401115,0.56189386,4.16024546,0.5223531,5,3
117,401116,0.55908439,3.02690179,0.32481952,4,0
118,401117,0.55628897,3.17125605,0.3838857,5,12
119,401118,0.55350752,3.0022671,0.32149826,5,1
120,401119,0.55073999,4.07534821,0.34794603,5,1
121,401120,0.54798629,4.1075501,0.35018148,5,8
122,401121,0.54524635,3.80280765,0.42287595,4,8
123,401122,0.54252012,3.82634881,0.33393522,4,0
124,401123,0.53980752,3.16990709,0.32045625,5,3
125,401124,0.53710848,4.09777002,0.29791267,5,0
126,401125,0.53442294,3.29243788,0.26650283,4,3
127,401126,0.53175083,3.91257575,0.28345976,4,0
128,401127,0.52909207,3.06621978,0.26180724,4,1
129,401128,0.52644661,3.96276509,0.34313257,4,1
130,401129,0.52381438,4.15411816,0.28701153,5,8
131,401130,0.52119531,2.96870244,0.28513882,5,1
132,401131,0.51858933,4.07152434,0.32965823,5,5
133,401132,0.51599638,3.87207373,0.3045337,4,5
134,401133,0.5134164,3.9447961,0.33440904,4,0
135,401134,0.51084932,4.07907649,0.32316112,5,3
136,401135,0.50829507,3.93451195,0.35276742,4,3
137,401136,0.5057536,3.86403983,0.28132195,4,12
138,401137,0.50322483,3.24436672,0.28995617,4,0
139,401138,0.50070871,4.17615946,0.2685364,5,12
140,401139,0.49820516,4.17643641,0.32442321,5,3
141,401140,0.49571414,3.18408436,0.24209078,5,3
142,401141,0.49323557,3.14992363,0.25658161,4,8
143,401142,0.49076939,3.06146833,0.27446168,4,12
144,401143,0.48831554,4.07748718,0.26162334,5,1
145,401144,0.48587396,3.93052905,0.29807042,4,3
146,401145,0.48344459,3.96335717,0.24551407,4,3
147,401146,0.48102737,3.21411696,0.21504929,5,1
148,401147,0.47862223,3.18239221,0.27416664,4,1
149,401148,0.47622912,3.20309917,0.26475111,4,12
150,401149,0.47384798,3.06953937,0.26528646,5,3
151,401150,0.47147874,3.82504025,0.27778201,4,1
152,401151,0.46912134,3.86507537,0.29512165,4,1
153,401152,0.46677574,3.32581804,0.28315262,4,3
154,401153,0.46444186,3.97056132,0.22837718,4,0
155,401154,0.46211965,3.86602047,0.28583452,4,12
156,401155,0.45980905,3.26358177,0.22177179,4,5
157,401156,0.45751001,4.08186962,0.23487931,5,8
158,401157,0.45522246,3.16296152,0.25024177,5,8
159,401158,0.45294634,2.95394153,0.19109135,5,1
160,401159,0.45068161,3.93872574,0.5684274,4,1
161,401160,0.4484282,2.96748005,0.43267176,5,8
162,401161,0.44618606,3.03483275,0.3657576,5,1
163,401162,0.44395513,3.21881619,0.2961411,4,0
164,401163,0.44173536,4.02390241,0.24988912,4,12
165,401164,0.43952668,3.97831467,0.23779769,4,3
166,401165,0.43732905,3.24094885,0.26726651,4,0
167,401166,0.4351424,3.8776398,0.19923903,4,12
168,401167,0.43296669,3.2917864,0.21888148,4,8
169,401168,0.43080186,2.95453959,0.20217711,5,5
170,401169,0.42864785,3.87925638,0.17413777,4,12
171,401170,0.42650461,3.88515768,0.11348359,4,0
172,401171,0.42437208,3.9393237,0.12024854,4,8
173,401172,0.42225022,3.05582967,0.13532051,5,1
174,401173,0.42013897,3.88119339,0.08737445,4,5
175,401174,0.41803828,3.10272535,0.11427441,4,5
176,401175,0.41594809,4.12492623,0.11602596,5,8
177,401176,0.41386835,3.87038549,0.10500616,4,3
178,401177,0.411799,3.09417115,0.09418271,5,8
179,401178,0.40974001,3.95471136,0.1096139,4,1
180,401179,0.40769131,4.16692037,0.0759163,5,3
181,401180,0.40565285,3.25756891,0.0851693,5,3
182,401181,0.40362459,3.9309288,0.07127236,4,5
183,401182,0.40160647,4.10093729,0.08664146,5,12
184,401183,0.39959843,3.27856493,0.07076059,4,0
185,401184,0.39760044,3.92241338,0.07181822,4,8
186,401185,0.39561244,3.22936322,0.08342852,4,0
187,401186,0.39363438,3.2638873,0.06707526,4,3
188,401187,0.3916662,3.04625759,0.07738566,4,1
189,401188,0.38970787,2.99482345,0.080169,4,5
190,401189,0.38775933,3.87221453,0.07712486,4,0
191,401190,0.38582054,3.9506593,0.06714878,4,5
192,401191,0.38389143,3.93681113,0.07297625,4,8
193,401192,0.38197198,3.24855344,0.04962184,4,12
194,401193,0.38006212,3.2710745,0.06466779,4,8
195,401194,0.37816181,4.12359276,0.0623305,5,8
196,401195,0.376271,3.90151833,0.05838331,4,3
197,401196,0.37438964,3.97961254,0.0683939,4,5
198,401197,0.37251769,3.94542242,0.06857114,4,0
199,401198,0.37065511,4.16604772,0.05823912,5,8
200,401199,0.36880183,3.05779968,0.055185,4,3
201,401200,0.36695782,3.82367744,0.04620362,4,5
202,401201,0.36512303,3.801624,0.06639793,4,1
203,401202,0.36329742,4.15235692,0.04918978,5,12
204,401203,0.36148093,4.09562399,0.05182603,5,5
205,401204,0.35967353,4.17119465,0.05252113,5,8
206,401205,0.35787516,4.18749924,0.29585981,5,3
207,401206,0.35608578,3.95806614,0.46469628,4,8
208,401207,0.35430535,3.06858538,0.27788315,4,3
209,401208,0.35253383,4.18190492,0.20401116,5,1
210,401209,0.35077116,4.2222528,0.14277475,5,3
211,401210,0.3490173,4.13693145,0.10786678,5,12
212,401211,0.34727222,3.09681474,0.09082125,4,0
213,401212,0.34553585,4.13380589,0.07532175,5,1
214,401213,0.34380817,3.23673635,0.0619776,4,0
215,401214,0.34208913,4.15299185,0.0760528,5,3
216,401215,0.34037869,4.14052954,0.04574032,5,1
217,401216,0.33867679,4.23044368,0.06480232,5,1
218,401217,0.33698341,4.16356723,0.07564856,5,3
219,401218,0.33529849,4.09647217,0.06963748,5,5
220,401219,0.333622,4.1893339,0.05880824,5,3
221,401220,0.33195389,4.17384738,0.06692385,5,5
222,401221,0.33029412,4.21373527,0.06229918,5,1
223,401222,0.32864265,4.01745511,0.06799201,4,0
224,401223,0.32699944,2.93383425,0.05229487,5,12
225,401224,0.32536444,4.13620661,0.05268597,5,1
226,401225,0.32373762,3.98253699,0.05508096,4,8
227,401226,0.32211893,4.00670899,0.06386997,4,1
228,401227,0.32050834,3.96553079,0.05012492,4,8
229,401228,0.31890579,4.02393439,0.06477713,4,0
230,401229,0.31731127,3.27235494,0.05664283,4,12
231,401230,0.31572471,3.05270262,0.03821183,4,1
232,401231,0.31414609,3.92777411,0.05413876,4,8
233,401232,0.31257535,3.03791903,0.04076019,4,3
234,401233,0.31101248,4.15551562,0.05549135,5,1
235,401234,0.30945742,3.97601849,0.05358575,4,8
236,401235,0.30791013,4.11913972,0.06183847,5,0
237,401236,0.30637058,4.02707324,0.04423799,4,1
238,401237,0.30483873,4.17006036,0.04541724,5,12
239,401238,0.30331453,3.11938263,0.04139125,5,1
240,401239,0.30179796,3.16205589,0.0526552,4,3
241,401240,0.30028897,3.93141774,0.03634278,4,12
242,401241,0.29878752,3.99252107,0.04408538,4,1
243,401242,0.29729359,3.97533069,0.05613646,4,0
244,401243,0.29580712,3.84234465,0.04944615,4,1
245,401244,0.29432808,3.94840914,0.0407857,4,0
246,401245,0.29285644,3.90299979,0.04555089,4,0
247,401246,0.29139216,3.93255404,0.03809036,4,12
248,401247,0.2899352,3.9383693,0.03721221,4,1
249,401248,0.28848552,3.05564015,0.04466512,4,3
250,401249,0.2870431,3.96000351,0.04455283,4,1
251,401250,0.28560788,3.9191551,0.13016321,4,8
252,401251,0.28417984,3.02059198,0.24586062,5,12
253,401252,0.28275894,4.1249396,0.07601922,5,3
254,401253,0.28134515,3.12221265,0.05155375,5,12
255,401254,0.27993842,3.17092659,0.04455473,4,3
256,401255,0.27853873,3.216231,0.03940211,4,0
257,401256,0.27714604,3.17321498,0.03189125,5,3
258,401257,0.27576031,3.97308419,0.03058062,4,1
259,401258,0.2743815,4.07967486,0.0322897,5,3
260,401259,0.2730096,4.17961147,0.0292432,5,3
261,401260,0.27164455,3.07780056,0.02669142,5,5
262,401261,0.27028633,3.9391798,0.02894708,4,0
263,401262,0.26893489,3.17638501,0.02392566,5,12
264,401263,0.26759022,4.12745289,0.02969792,5,5
265,401264,0.26625227,3.92241383,0.03032193,4,3
266,401265,0.26492101,4.1802716,0.02262763,5,8
267,401266,0.2635964,3.86989029,0.02838329,4,12
268,401267,0.26227842,4.11476462,0.02096526,5,5
269,401268,0.26096703,4.1746015,0.03002368,5,8
270,401269,0.25966219,3.90120483,0.02691968,4,12
271,401270,0.25836388,3.17180608,0.02449529,4,5
272,401271,0.25707206,4.12466322,0.02474761,5,1
273,401272,0.2557867,3.94173995,0.0229477,4,0
274,401273,0.25450777,3.19140542,0.02271485,5,12
275,401274,0.25323523,4.13144953,0.0238495,5,3
276,401275,0.25196905,3.83598729,0.02554355,4,0
277,401276,0.25070921,4.17002551,0.02563901,5,0
278,401277,0.24945566,3.87759825,0.02559826,4,8
279,401278,0.24820838,3.97653379,0.02328537,4,3
280,401279,0.24696734,3.20284601,0.02192031,4,5
281,401280,0.24573251,3.27017559,0.02216671,4,5
282,401281,0.24450384,4.19598375,0.02209175,5,0
283,401282,0.24328132,4.13896675,0.02020975,5,0
284,401283,0.24206492,3.27030714,0.02473687,5,12
285,401284,0.24085459,4.17709544,0.02457177,5,8
286,401285,0.23965032,3.14631321,0.019355,5,12
287,401286,0.23845207,3.89908441,0.02051299,4,0
288,401287,0.23725981,3.93375897,0.01988124,4,8
289,401288,0.23607351,4.15579787,0.0160712,5,0
290,401289,0.23489314,3.89098391,0.02284377,4,8
