z_s,n,rms_e_model,rms_e_stale,cov_e,rms_total,corr_e
0.375,10000,2.146621456589052,18.89155740114603,-18.408888373432173,18.01891084310646,-0.45394614887237783
0.3799999952316284,10000,2.1429715062683874,18.973707611455104,-18.492710525706592,18.099958186422818,-0.45481205908886224
0.38499999046325684,10000,2.1406688283066346,19.074794072413933,-18.65128551933863,18.196913499239486,-0.4567719509551064
0.38999998569488525,10000,2.13975592369807,19.156684370924427,-18.80681583968875,18.27412049377052,-0.4588076924464184
0.39500001072883606,10000,2.1404887341148675,19.240533307040785,-18.953396497583608,18.35410093044743,-0.46021100105080626
0.4000000059604645,10000,2.1362475779424006,19.292964275655894,-18.992876188776307,18.4064193117088,-0.46082941621037543
0.4050000011920929,10000,2.1414457675560423,19.40037251885184,-19.208530372164706,18.507922171364235,-0.4623565230712052
0.4099999964237213,10000,2.1370051780341197,19.48904638958539,-19.28473733893627,18.59624278257529,-0.4630389922563974
0.41499999165534973,10000,2.1388281767978787,19.599727168391063,-19.504569628765854,18.700661800794634,-0.46527578358176597
0.41999998688697815,10000,2.138428244080825,19.654139186605974,-19.576872457856616,18.753781421512034,-0.4657947639005055
0.42500001192092896,10000,2.14242957987097,19.74272412150235,-19.80422001102178,18.834986599953112,-0.468213691998104
0.4300000071525574,10000,2.1418124413296074,19.809351417870893,-19.95961194966163,18.896521908309335,-0.4704358391976703
0.4350000023841858,10000,2.1461392156255954,19.86380568652941,-20.1172268092022,18.94577093355242,-0.471897594836035
0.4399999976158142,10000,2.1427732832708264,19.934533018308127,-20.140157733206568,19.018327174993676,-0.47149878534963713
0.4449999928474426,10000,2.144138297040781,20.064273908811902,-20.45080152969769,19.138202984221678,-0.4753725411782988
0.44999998807907104,10000,2.145991275098825,20.120468473135602,-20.642267740454,19.1873394364705,-0.47806986229943665
0.45500001311302185,10000,2.1485175174275737,20.20529820113818,-20.908141287419905,19.262759935813225,-0.48162748505219016
0.46000000834465027,10000,2.150264808812879,20.271452852370185,-21.071984542475857,19.32385754472783,-0.48342445476576773
0.4650000035762787,10000,2.149304513331945,20.34146315888795,-21.172064284815267,19.392021678148833,-0.48426498112554706
0.4699999988079071,10000,2.147741712920924,20.386172815425354,-21.27487232241684,19.433452906804145,-0.48590258441550094
0.4749999940395355,10000,2.1488543393886097,20.44093259343577,-21.438005228372337,19.482640729750923,-0.48806390308390624
0.47999998927116394,10000,2.1463125747564185,20.42341462529981,-21.381017451106995,19.466907502817538,-0.4877609677963249
0.48500001430511475,10000,2.143574550856432,20.47248367144795,-21.396776289911905,19.517273040897862,-0.4875725198349311
0.49000000953674316,10000,2.138597985843618,20.490180891546867,-21.35261030197694,19.537550862618705,-0.4872771294504058
0.4950000047683716,10000,2.1384880347369135,20.57026920924206,-21.481682912696417,19.61493667055828,-0.4883391035679303
0.5,9995,2.1370020712727706,20.64891298364132,-21.544290407376668,19.69405505333683,-0.4882362905198084
0.5049999952316284,9995,2.135787978081912,20.718832169951682,-21.608830622723733,19.76395546262176,-0.48832375923547444
0.5099999904632568,9995,2.133092090747422,20.75611356548167,-21.664872470322866,19.799913819765372,-0.48932847986935074
0.5149999856948853,9995,2.131135616039235,20.80278767593021,-21.73715217420521,19.844984498743617,-0.49030917721073874
0.5199999809265137,9995,2.1286337631823655,20.87587058140644,-21.796122161209723,19.91835359428513,-0.4904939908652917
0.5249999761581421,9995,2.1346413682311156,20.934491256969242,-21.907108890424905,19.974869215547706,-0.4902275723904824
0.5299999713897705,9995,2.1302863822980505,20.992307519937913,-21.95373041420127,20.03266418262543,-0.4909193560895504
0.5350000262260437,9995,2.129082106813011,21.048407498875292,-22.127068156117694,20.08268688557449,-0.4937558115680634
0.5400000214576721,9995,2.131426914928052,21.062144592572558,-22.15947781257165,20.095719940001395,-0.49361288362628686
0.5450000166893005,9995,2.1331543571040914,21.116186060856183,-22.29925937376,20.14559858928022,-0.49505411686652034
0.550000011920929,9995,2.1341008230552605,21.18100371680519,-22.41673651831333,20.207816105102843,-0.49591919401146706
