trial,cid,post_ms,route_ms,lock_wait_ms,exec_ms,command_done_ms,t1_s,t1_command_to_sample_ms,t1_sample_to_seen_ms,t_change_s,t_change_command_to_sample_ms,metric_change_after_exec_ms,t_change_sample_to_seen_ms,t2_s,t2_command_to_sample_ms,metric_settle_after_exec_ms,t2_sample_to_seen_ms,t2_fetch_ms,n_collector_samples,rate_before_mbps,rate_change_mbps,rate_after_mbps,cap_before_mbps,cap_after_mbps,http_status,post_error,execute_error
1,d99cfc6d-2940-411c-b737-01341d70b475,32.16425199934747,9.310722351074219,0.0,32.000064849853516,41.310787200927734,0.8392643999995926,653.3107757568359,185.94050407409668,0.8392643999995926,653.3107757568359,611.9999885559082,185.94050407409668,3.7446090470002673,3653.310775756836,3611.999988555908,91.28880500793457,5.582394000157365,5,5.0191256,11.80417624,14.960408560000001,5.0,15.0,202,,
2,a3cd8758-dc38-473f-9db2-2c257b636392,31.392888000482344,8.118629455566406,0.0,42.999982833862305,51.11861228942871,0.8452417800017429,713.1185531616211,132.11297988891602,0.8452417800017429,713.1185531616211,661.9999408721924,132.11297988891602,4.000294651001241,3714.118480682373,3662.9998683929443,286.15593910217285,8.597128999099368,5,5.00702776,12.36000208,15.52497528,5.0,15.0,202,,
3,57a4563d-2696-40af-b30e-323251c5ccd0,28.784097999960068,12.63284683227539,0.0,41.99981689453125,54.63266372680664,1.060029147000023,802.6328086853027,257.3854923248291,1.060029147000023,802.6328086853027,748.0001449584961,257.3854923248291,3.982524654000372,3802.6328086853027,3748.000144958496,179.88014221191406,8.268424999187118,5,4.934268,13.76330864,14.79137672,5.0,15.0,202,,
4,010a071f-113e-47ce-9660-4574fe2783a3,35.868344000846264,10.34855842590332,0.0,39.999961853027344,50.348520278930664,1.0518482389998098,820.3485012054443,231.4779758453369,1.0518482389998098,820.3485012054443,769.9999809265137,231.4779758453369,3.971211387000949,3821.3486671447754,3771.0001468658447,149.85299110412598,8.636287000626908,5,5.00693944,13.472836800000001,15.06981232,5.0,15.0,202,,
5,d79f2bed-6871-4e5b-a5ba-f2be0c877c69,30.99874899999122,10.583162307739258,0.0,41.99981689453125,52.58297920227051,1.051660325998455,846.5831279754639,205.0631046295166,1.051660325998455,846.5831279754639,794.0001487731934,205.0631046295166,3.9643332949999603,3847.583055496216,3795.0000762939453,116.73998832702637,7.232646999909775,5,5.018982,13.59417328,15.06915136,5.0,15.0,202,,
