trial,cid,post_ms,route_ms,lock_wait_ms,exec_ms,command_done_ms,t1_s,t1_command_to_sample_ms,t1_sample_to_seen_ms,t_change_s,t_change_command_to_sample_ms,metric_change_after_exec_ms,t_change_sample_to_seen_ms,t2_s,t2_command_to_sample_ms,metric_settle_after_exec_ms,t2_sample_to_seen_ms,t2_fetch_ms,n_collector_samples,rate_before_mbps,rate_change_mbps,rate_after_mbps,cap_before_mbps,cap_after_mbps,http_status,post_error,execute_error
1,329891c2-89ce-4801-98c4-5f45f72c33eb,27.439712999694166,7.9212188720703125,0.0,33.99991989135742,41.921138763427734,0.42386364699996193,320.9211826324463,102.93173789978027,0.42386364699996193,320.9211826324463,279.00004386901855,102.93173789978027,2.0857552559991746,1821.9211101531982,1779.9999713897705,263.8239860534668,7.175782999183866,5,4.90646032,10.877449039999998,14.76527576,5.0,15.0,202,,
2,47c7b700-fab6-4e5b-94a4-3d5b52a05500,34.87470700019912,9.147882461547852,0.0,37.999868392944336,47.14775085449219,0.6314426170010847,330.14774322509766,301.2852668762207,0.6314426170010847,330.14774322509766,282.99999237060547,301.2852668762207,2.0950544140014244,1830.1477432250977,1782.9999923706055,264.8966312408447,7.013198999629822,5,4.7873868,10.86474408,14.599428960000001,5.0,15.0,202,,
3,0294e6e5-dc4e-41c5-a55e-e1c0d0e74203,26.036035998913576,8.368968963623047,0.0,39.00003433227539,47.36900329589844,0.4240851560007286,332.3690891265869,91.69745445251465,0.4240851560007286,332.3690891265869,285.0000858306885,91.69745445251465,2.090646573000413,1832.369089126587,1785.0000858306885,258.26573371887207,7.666962999792304,5,4.85902248,11.153828,14.76644432,5.0,15.0,202,,
4,2229e2b3-14fa-49cf-9122-c19649ec36e5,25.857250999251846,8.474588394165039,0.0,38.00010681152344,46.47469520568848,0.42063577800036,333.47463607788086,87.15033531188965,0.42063577800036,333.47463607788086,286.9999408721924,87.15033531188965,2.0946469160007837,1833.4746360778809,1786.9999408721924,261.16132736206055,7.3627969995868625,5,4.92966472,11.22480392,14.69525424,5.0,15.0,202,,
5,4dae8518-4443-416b-82ea-b93bfd6282ec,31.110670999623835,8.21542739868164,0.0,33.99991989135742,42.21534729003906,0.6326187719987502,339.2152786254883,293.3924198150635,0.6326187719987502,339.2152786254883,296.9999313354492,293.3924198150635,2.9307208159989386,2838.2153511047363,2796.0000038146973,91.05730056762695,8.676621999256895,7,4.9063948,10.965895439999999,14.790021679999999,5.0,15.0,202,,
