episode,seed,epsilon,train_return,train_loss,steps,z_steps
1,101000,1.0,3.28046245,,4,5
2,101001,0.995,4.11065028,,5,12
3,101002,0.990025,3.93382505,,4,1
4,101003,0.98507488,3.85043034,,4,5
5,101004,0.9801495,3.90179302,,4,3
6,101005,0.97524875,3.07498192,,4,3
7,101006,0.97037251,3.87418242,,4,3
8,101007,0.96552065,3.29890343,,4,1
9,101008,0.96069304,3.00767501,,5,0
10,101009,0.95588958,3.1909542,,4,8
11,101010,0.95111013,4.00470291,,4,12
12,101011,0.94635458,3.93525516,,4,5
13,101012,0.94162281,3.89034873,,4,12
14,101013,0.93691469,3.01035796,,5,3
15,101014,0.93223012,4.14130223,,5,5
16,101015,0.92756897,4.1858234,,5,8
17,101016,0.92293112,2.96278662,,4,1
18,101017,0.91831647,3.02026766,,4,5
19,101018,0.91372489,2.93579045,,5,0
20,101019,0.90915626,3.31473807,,4,1
21,101020,0.90461048,3.87386693,,4,5
22,101021,0.90008743,3.91823909,,4,5
23,101022,0.89558699,3.16162625,,4,1
24,101023,0.89110906,3.05048088,,4,8
25,101024,0.88665351,4.14693089,,5,0
26,101025,0.88222024,4.19791547,,5,1
27,101026,0.87780914,3.8862106,,4,3
28,101027,0.8734201,3.1971636,,5,3
29,101028,0.869053,4.10700873,,5,5
30,101029,0.86470773,3.37319146,,4,5
31,101030,0.86038419,3.11036158,,5,0
32,101031,0.85608227,3.91493657,,4,5
33,101032,0.85180186,4.15940215,,5,0
34,101033,0.84754285,3.25747009,,4,1
35,101034,0.84330514,3.83484241,,4,12
36,101035,0.83908861,2.93762152,,5,12
37,101036,0.83489317,3.09356831,,4,3
38,101037,0.8307187,3.16676114,,5,1
39,101038,0.82656511,4.22717813,,5,0
40,101039,0.82243228,4.14488386,,5,0
41,101040,0.81832012,3.87197247,,4,3
42,101041,0.81422852,3.84370581,,4,5
43,101042,0.81015738,3.05394273,,5,3
44,101043,0.80610659,3.16057129,,4,8
45,101044,0.80207606,2.98456547,,4,0
46,101045,0.79806568,3.11781264,,5,12
47,101046,0.79407535,4.09850685,,5,12
48,101047,0.79010497,3.12540124,,4,12
49,101048,0.78615445,3.8495837,,4,3
50,101049,0.78222368,4.15710269,,5,12
51,101050,0.77831256,4.17501987,,5,12
52,101051,0.77442099,3.93382839,,4,0
53,101052,0.77054889,3.87413787,,4,0
54,101053,0.76669614,4.19226519,,5,8
55,101054,0.76286266,4.12543914,,5,3
56,101055,0.75904835,3.11431702,,4,3
57,101056,0.75525311,3.19954676,,4,5
58,101057,0.75147684,4.03823712,,4,3
59,101058,0.74771946,3.94021548,,4,5
60,101059,0.74398086,3.9790376,,4,3
61,101060,0.74026096,3.91203601,,4,12
62,101061,0.73655965,3.23558472,,4,5
63,101062,0.73287685,3.38274229,,4,8
64,101063,0.72921247,3.15831709,,4,3
65,101064,0.72556641,4.14614259,,5,12
66,101065,0.72193858,3.39151422,,4,8
67,101066,0.71832888,4.21554359,,5,3
68,101067,0.71473724,3.01174802,,5,5
69,101068,0.71116355,4.14786314,,5,0
70,101069,0.70760773,3.10809943,,5,12
71,101070,0.7040697,3.8862031,,4,5
72,101071,0.70054935,3.01042231,,5,3
73,101072,0.6970466,2.96154782,,4,1
74,101073,0.69356137,4.11175342,,5,8
75,101074,0.69009356,3.25649506,,5,5
76,101075,0.68664309,3.06643888,,4,3
77,101076,0.68320988,4.12391909,,5,0
78,101077,0.67979383,3.13801337,,5,3
79,101078,0.67639486,3.14307139,,4,8
80,101079,0.67301288,3.97128436,,4,3
81,101080,0.66964782,3.93649613,,4,0
82,101081,0.66629958,3.2745876,,4,0
83,101082,0.66296808,3.97133064,,4,12
84,101083,0.65965324,3.90308028,,4,8
85,101084,0.65635498,3.08134361,,4,1
86,101085,0.6530732,3.04589605,,5,12
87,101086,0.64980784,3.14540503,,4,12
88,101087,0.6465588,3.24806144,,5,8
89,101088,0.643326,4.19137178,,5,12
90,101089,0.64010937,3.02900806,,5,1
91,101090,0.63690883,4.12069085,,5,8
92,101091,0.63372428,4.09402277,,5,8
93,101092,0.63055566,4.10546899,,5,5
94,101093,0.62740288,3.87184438,,4,5
95,101094,0.62426587,3.1281098,,4,1
96,101095,0.62114454,4.10033898,,5,12
97,101096,0.61803882,4.1790629,,5,5
98,101097,0.61494862,3.05306001,,4,3
99,101098,0.61187388,3.90126235,,4,0
100,101099,0.60881451,3.04629775,,4,0
101,101100,0.60577044,4.16516098,,5,1
102,101101,0.60274158,3.9095857,,4,3
103,101102,0.59972788,3.03952889,,5,3
104,101103,0.59672924,3.19046818,,4,5
105,101104,0.59374559,2.995831,,5,12
106,101105,0.59077686,3.12440729,,4,1
107,101106,0.58782298,3.0397292,,4,1
108,101107,0.58488386,4.20020531,,5,5
109,101108,0.58195944,3.9496437,,4,12
110,101109,0.57904965,4.17824094,,5,8
111,101110,0.5761544,3.22209252,,4,0
112,101111,0.57327363,2.92337774,,5,5
113,101112,0.57040726,3.08831965,0.88893914,4,3
114,101113,0.56755522,3.07925317,1.03199415,4,0
115,101114,0.56471745,3.99161763,0.93992974,4,1
116,101115,0.56189386,4.19547725,0.85060912,5,5
117,101116,0.55908439,4.21918072,0.69570558,5,3
118,101117,0.55628897,4.18972923,0.63739471,5,0
119,101118,0.55350752,3.28999271,0.5900761,5,8
120,101119,0.55073999,3.34877366,0.51192541,4,5
121,101120,0.54798629,3.1938106,0.40353733,5,8
122,101121,0.54524635,4.11208262,0.41752516,5,5
123,101122,0.54252012,3.78965309,0.38876939,4,8
124,101123,0.53980752,4.15122432,0.35657042,5,3
125,101124,0.53710848,3.94943344,0.42182605,4,8
126,101125,0.53442294,3.02421958,0.50894365,5,1
127,101126,0.53175083,2.92643326,0.45753526,5,0
128,101127,0.52909207,3.89749463,0.43036672,4,1
129,101128,0.52644661,3.32541829,0.36106846,4,3
130,101129,0.52381438,3.96198363,0.4870287,4,8
131,101130,0.52119531,3.99892445,0.36929758,4,5
132,101131,0.51858933,4.20342385,0.37040042,5,8
133,101132,0.51599638,4.07743655,0.35111372,5,8
134,101133,0.5134164,4.11999201,0.3456623,5,12
135,101134,0.51084932,3.1286614,0.3320151,4,12
136,101135,0.50829507,3.99366969,0.42812528,4,8
137,101136,0.5057536,2.98920263,0.43128689,4,0
138,101137,0.50322483,2.8864908,0.3658868,5,0
139,101138,0.50070871,4.13650238,0.4496146,5,8
140,101139,0.49820516,4.13063377,0.34403322,5,5
141,101140,0.49571414,3.06880589,0.33044593,4,12
142,101141,0.49323557,3.92898711,0.42464729,4,5
143,101142,0.49076939,3.15652504,0.38140235,4,8
144,101143,0.48831554,3.19683511,0.38613956,5,0
145,101144,0.48587396,4.15185456,0.41641203,5,1
146,101145,0.48344459,3.91808423,0.40447135,4,3
147,101146,0.48102737,3.26599426,0.32904139,5,0
148,101147,0.47862223,4.13631569,0.41275628,5,8
149,101148,0.47622912,4.14441067,0.39093434,5,1
150,101149,0.47384798,4.21012278,0.2967088,5,5
151,101150,0.47147874,3.22097453,0.35077925,5,5
152,101151,0.46912134,4.18333406,0.36371983,5,1
153,101152,0.46677574,4.20322087,0.33599384,5,12
154,101153,0.46444186,3.8087161,0.23110998,4,3
155,101154,0.46211965,4.15122319,0.42369543,5,3
156,101155,0.45980905,3.92537455,0.29833053,4,12
157,101156,0.45751001,3.12787304,0.66152274,4,8
158,101157,0.45522246,3.08902839,0.86389153,5,0
159,101158,0.45294634,4.20649694,0.59200322,5,1
160,101159,0.45068161,3.19506339,0.52550976,4,8
161,101160,0.4484282,3.87792822,0.51111013,4,12
162,101161,0.44618606,4.09674062,0.5124156,5,5
163,101162,0.44395513,3.82788937,0.41511683,4,12
164,101163,0.44173536,3.26398795,0.36365167,5,5
165,101164,0.43952668,3.18386083,0.29556977,5,0
166,101165,0.43732905,4.09112013,0.29786284,5,12
167,101166,0.4351424,3.97218151,0.17733868,4,3
168,101167,0.43296669,3.09869997,0.13305128,4,5
169,101168,0.43080186,3.90956858,0.1369757,4,0
170,101169,0.42864785,3.00317684,0.12115636,5,5
171,101170,0.42650461,4.0181845,0.09276815,4,3
172,101171,0.42437208,3.19589009,0.10031265,4,5
173,101172,0.42225022,3.84481579,0.11149068,4,8
174,101173,0.42013897,3.95608777,0.10061494,4,5
175,101174,0.41803828,3.08770242,0.11458847,5,5
176,101175,0.41594809,4.10863925,0.10515118,5,1
177,101176,0.41386835,3.9467982,0.07483902,4,1
178,101177,0.411799,3.05478466,0.10691155,4,1
179,101178,0.40974001,3.19298426,0.09811109,4,3
180,101179,0.40769131,3.33168712,0.06819257,4,8
181,101180,0.40565285,3.91977171,0.07506335,4,0
182,101181,0.40362459,3.0697143,0.09655056,4,8
183,101182,0.40160647,4.00609956,0.08415241,4,3
184,101183,0.39959843,3.04739405,0.07494706,4,8
185,101184,0.39760044,3.89421283,0.06817732,4,8
186,101185,0.39561244,3.07215093,0.08948753,4,5
187,101186,0.39363438,3.91933766,0.07658022,4,0
188,101187,0.3916662,2.99300788,0.06246495,5,1
189,101188,0.38970787,4.18244373,0.07377512,5,1
190,101189,0.38775933,4.0943126,0.05899533,5,12
191,101190,0.38582054,4.20254307,0.07474144,5,8
192,101191,0.38389143,4.01140066,0.06955461,4,3
193,101192,0.38197198,3.28531556,0.0704936,4,0
194,101193,0.38006212,2.99083616,0.06768458,4,3
195,101194,0.37816181,3.09855577,0.07524916,4,3
196,101195,0.376271,3.93125219,0.07874671,4,12
197,101196,0.37438964,3.93288287,0.07178231,4,8
198,101197,0.37251769,3.04658532,0.08548134,5,1
199,101198,0.37065511,3.9211667,0.06412303,4,3
200,101199,0.36880183,3.16590134,0.05654117,5,5
201,101200,0.36695782,4.20064785,0.07044085,5,0
202,101201,0.36512303,3.98464123,0.06489377,4,1
203,101202,0.36329742,3.84181801,0.37828339,4,1
204,101203,0.36148093,3.87311194,0.65412996,4,12
205,101204,0.35967353,3.98561385,0.60582631,4,3
206,101205,0.35787516,3.84580142,0.50558381,4,12
207,101206,0.35608578,4.1823934,0.41906518,5,5
208,101207,0.35430535,3.23646332,0.28652614,4,5
209,101208,0.35253383,4.0058482,0.24333908,4,8
210,101209,0.35077116,4.17732323,0.20680696,5,0
