mode,t_rel,offered_mbps,util_kernel,util_ditto,aoi_s,error,abs_error,du_dt,error_pred,read_gap_s,ditto_ok,t_source,t_read,ts
ramp,39.518,3.2,0.0,0.00118,0.5881,0.00118,0.00118,0.0,0.0,0.0074,1,1784300779.007,1784300779.595,1784300779.595
ramp,39.726,3.2,0.00294,0.00118,0.7959,-0.00176,0.00176,0.01416,0.01127,0.0073,1,1784300779.007,1784300779.803,1784300779.803
ramp,39.934,3.2,0.0,0.00118,1.004,0.00118,0.00118,0.01414,0.0142,0.0075,1,1784300779.007,1784300780.011,1784300780.011
ramp,40.142,1.2,0.0,0.00118,0.2262,0.00118,0.00118,0.0,0.0,0.0064,1,1784300780.007,1784300780.233,1784300780.233
ramp,40.364,1.2,0.0,0.00118,0.4339,0.00118,0.00118,0.0,0.0,0.0071,1,1784300780.007,1784300780.441,1784300780.441
ramp,40.572,1.2,0.07984,0.00118,0.6417,-0.07866,0.07866,0.38411,0.24647,0.0074,1,1784300780.007,1784300780.649,1784300780.649
ramp,40.78,1.2,0.0,0.00118,0.8501,0.00118,0.00118,0.38315,0.32571,0.0079,1,1784300780.007,1784300780.857,1784300780.857
ramp,40.988,1.2,0.0,0.00118,1.0572,0.00118,0.00118,0.0,0.0,0.0067,1,1784300780.007,1784300781.064,1784300781.064
ramp,41.195,1.7,0.0,0.00118,0.2787,0.00118,0.00118,0.0,0.0,0.007,1,1784300781.007,1784300781.286,1784300781.286
ramp,41.417,1.7,0.0,0.00118,0.4865,0.00118,0.00118,0.0,0.0,0.0072,1,1784300781.007,1784300781.493,1784300781.494
ramp,41.625,1.7,0.00294,0.00118,0.6938,-0.00176,0.00176,0.01418,0.00984,0.0068,1,1784300781.007,1784300781.701,1784300781.701
ramp,41.832,1.7,0.0,0.00118,0.9014,0.00118,0.00118,0.01418,0.01278,0.0069,1,1784300781.007,1784300781.908,1784300781.908
ramp,42.039,2.2,0.0,0.00118,0.1226,0.00118,0.00118,0.0,0.0,0.0052,1,1784300782.007,1784300782.13,1784300782.13
ramp,42.261,2.2,0.0,0.00118,0.3305,0.00118,0.00118,0.0,0.0,0.0074,1,1784300782.007,1784300782.338,1784300782.338
ramp,42.468,2.2,0.0,0.00118,0.5388,0.00118,0.00118,0.0,0.0,0.008,1,1784300782.007,1784300782.546,1784300782.546
ramp,42.677,2.2,0.00294,0.00118,0.7464,-0.00176,0.00176,0.01418,0.01058,0.007,1,1784300782.007,1784300782.753,1784300782.753
ramp,42.884,2.2,0.0,0.00118,0.9549,0.00118,0.00118,0.01411,0.01347,0.008,1,1784300782.007,1784300782.962,1784300782.962
ramp,43.093,2.7,0.0,0.00118,0.1785,0.00118,0.00118,0.0,0.0,0.0066,1,1784300783.007,1784300783.186,1784300783.186
ramp,43.317,2.7,0.0,0.00118,0.3871,0.00118,0.00118,0.0,0.0,0.008,1,1784300783.007,1784300783.394,1784300783.394
ramp,43.525,2.7,0.0,0.00118,0.5957,0.00118,0.00118,0.0,0.0,0.0081,1,1784300783.007,1784300783.603,1784300783.603
ramp,43.734,2.7,0.00294,0.00118,0.8041,-0.00176,0.00176,0.01412,0.01136,0.0079,1,1784300783.007,1784300783.811,1784300783.811
ramp,43.942,2.7,0.0,0.00118,1.0115,0.00118,0.00118,0.01419,0.01435,0.007,1,1784300783.007,1784300784.018,1784300784.019
ramp,44.15,3.2,0.0,0.00118,0.2345,0.00118,0.00118,0.0,0.0,0.0068,1,1784300784.007,1784300784.242,1784300784.242
ramp,44.372,3.2,0.0,0.00118,0.4419,0.00118,0.00118,0.0,0.0,0.0071,1,1784300784.007,1784300784.449,1784300784.449
ramp,44.58,3.2,0.00294,0.00118,0.6496,-0.00176,0.00176,0.01416,0.0092,0.007,1,1784300784.007,1784300784.657,1784300784.657
ramp,44.787,3.2,0.0,0.00118,0.8564,0.00118,0.00118,0.01422,0.01217,0.0066,1,1784300784.007,1784300784.863,1784300784.864
ramp,44.994,3.2,0.0,0.00118,1.0619,0.00118,0.00118,0.0,0.0,0.0064,1,1784300784.007,1784300785.069,1784300785.07
ramp,45.201,1.2,0.0,0.00118,0.2957,0.00118,0.00118,0.0,0.0,0.0159,1,1784300785.007,1784300785.303,1784300785.303
ramp,45.434,1.2,0.0,0.00118,0.508,0.00118,0.00118,0.0,0.0,0.0118,1,1784300785.007,1784300785.515,1784300785.515
ramp,45.646,1.2,0.00294,0.00118,0.7156,-0.00176,0.00176,0.01417,0.01014,0.0071,1,1784300785.007,1784300785.723,1784300785.723
ramp,45.854,1.2,0.0,0.00118,0.9236,0.00118,0.00118,0.01415,0.01307,0.0073,1,1784300785.007,1784300785.931,1784300785.931
ramp,46.062,1.7,0.0,0.00118,0.1447,0.00118,0.00118,0.0,0.0,0.0061,1,1784300786.008,1784300786.153,1784300786.153
ramp,46.284,1.7,0.0,0.00118,0.3528,0.00118,0.00118,0.0,0.0,0.0077,1,1784300786.008,1784300786.361,1784300786.361
ramp,46.492,1.7,0.0,0.00118,0.5607,0.00118,0.00118,0.0,0.0,0.0074,1,1784300786.008,1784300786.569,1784300786.569
ramp,46.7,1.7,0.00294,0.00118,0.7691,-0.00176,0.00176,0.01412,0.01086,0.0078,1,1784300786.008,1784300786.777,1784300786.777
ramp,46.908,1.7,0.0,0.00118,0.9774,0.00118,0.00118,0.01412,0.0138,0.0077,1,1784300786.008,1784300786.985,1784300786.986
ramp,47.116,2.2,0.0,0.00118,0.2005,0.00118,0.00118,0.0,0.0,0.0067,1,1784300787.008,1784300787.209,1784300787.209
ramp,47.339,2.2,0.0,0.00118,0.4079,0.00118,0.00118,0.0,0.0,0.0071,1,1784300787.008,1784300787.416,1784300787.416
ramp,47.547,2.2,0.0,0.00118,0.6157,0.00118,0.00118,0.0,0.0,0.0073,1,1784300787.008,1784300787.624,1784300787.624
ramp,47.755,2.2,0.00294,0.00118,0.8241,-0.00176,0.00176,0.01412,0.01164,0.0079,1,1784300787.008,1784300787.832,1784300787.832
ramp,47.963,2.2,0.0,0.00118,1.0315,0.00118,0.00118,0.01419,0.01463,0.007,1,1784300787.008,1784300788.039,1784300788.04
ramp,48.171,2.7,0.0,0.00118,0.2545,0.00118,0.00118,0.0,0.0,0.0066,1,1784300788.008,1784300788.262,1784300788.263
ramp,48.394,2.7,0.0,0.00118,0.4626,0.00118,0.00118,0.0,0.0,0.0077,1,1784300788.008,1784300788.471,1784300788.471
ramp,48.602,2.7,0.00294,0.00118,0.6713,-0.00176,0.00176,0.0141,0.00947,0.0081,1,1784300788.008,1784300788.679,1784300788.679
ramp,48.81,2.7,0.0,0.00118,0.879,0.00118,0.00118,0.01416,0.01245,0.0072,1,1784300788.008,1784300788.887,1784300788.887
ramp,49.018,3.2,0.0,0.00118,0.1005,0.00118,0.00118,0.0,0.0,0.0051,1,1784300789.008,1784300789.108,1784300789.109
ramp,49.239,3.2,0.0,0.00118,0.3081,0.00118,0.00118,0.0,0.0,0.0073,1,1784300789.008,1784300789.316,1784300789.316
ramp,49.447,3.2,0.0,0.00118,0.5163,0.00118,0.00118,0.0,0.0,0.0077,1,1784300789.008,1784300789.524,1784300789.524
ramp,49.656,3.2,0.00294,0.00118,0.7244,-0.00176,0.00176,0.01413,0.01024,0.0074,1,1784300789.008,1784300789.732,1784300789.732
ramp,49.863,3.2,0.0,0.00118,0.9319,0.00118,0.00118,0.01417,0.0132,0.007,1,1784300789.008,1784300789.94,1784300789.94
ramp,50.071,1.2,0.0,0.00118,1.1529,0.00118,0.00118,0.0,0.0,0.0044,1,1784300789.008,1784300790.161,1784300790.161
ramp,50.292,1.2,0.0,0.00118,0.3603,0.00118,0.00118,0.0,0.0,0.0069,1,1784300790.008,1784300790.368,1784300790.368
ramp,50.499,1.2,0.0,0.00118,0.568,0.00118,0.00118,0.0,0.0,0.0072,1,1784300790.008,1784300790.576,1784300790.576
ramp,50.707,1.2,0.00294,0.00118,0.7754,-0.00176,0.00176,0.01419,0.011,0.0069,1,1784300790.008,1784300790.783,1784300790.784
ramp,50.915,1.2,0.0,0.00118,0.9831,0.00118,0.00118,0.01417,0.01393,0.0071,1,1784300790.008,1784300790.991,1784300790.991
ramp,51.122,1.7,0.0,0.00118,0.2065,0.00118,0.00118,0.0,0.0,0.007,1,1784300791.008,1784300791.214,1784300791.215
ramp,51.346,1.7,0.0,0.00118,0.4149,0.00118,0.00118,0.0,0.0,0.0079,1,1784300791.008,1784300791.423,1784300791.423
ramp,51.554,1.7,0.0,0.00118,0.6221,0.00118,0.00118,0.0,0.0,0.0067,1,1784300791.008,1784300791.63,1784300791.63
ramp,51.761,1.7,0.00294,0.00118,0.8301,-0.00176,0.00176,0.01414,0.01174,0.0075,1,1784300791.008,1784300791.838,1784300791.838
ramp,51.969,1.7,0.0,0.00118,1.0375,0.00118,0.00118,0.01419,0.01472,0.0069,1,1784300791.008,1784300792.045,1784300792.046
ramp,52.177,2.2,0.0,0.00118,0.2604,0.00118,0.00118,0.0,0.0,0.0066,1,1784300792.008,1784300792.268,1784300792.268
ramp,52.399,2.2,0.0,0.00118,0.468,0.00118,0.00118,0.0,0.0,0.0072,1,1784300792.008,1784300792.476,1784300792.476
ramp,52.607,2.2,0.00294,0.00118,0.6758,-0.00176,0.00176,0.01416,0.00957,0.0074,1,1784300792.008,1784300792.684,1784300792.684
ramp,52.815,2.2,0.0,0.00118,0.8839,0.00118,0.00118,0.01414,0.0125,0.0076,1,1784300792.008,1784300792.892,1784300792.892
ramp,53.023,2.7,0.0,0.00118,0.1044,0.00118,0.00118,0.0,0.0,0.0049,1,1784300793.008,1784300793.112,1784300793.113
ramp,53.243,2.7,0.0,0.00118,0.3125,0.00118,0.00118,0.0,0.0,0.0076,1,1784300793.008,1784300793.321,1784300793.321
ramp,53.451,2.7,0.0,0.00118,0.5213,0.00118,0.00118,0.0,0.0,0.0084,1,1784300793.008,1784300793.529,1784300793.529
ramp,53.66,2.7,0.00294,0.00118,0.729,-0.00176,0.00176,0.01416,0.01033,0.0072,1,1784300793.008,1784300793.737,1784300793.737
ramp,53.868,2.7,0.0,0.00118,0.9378,0.00118,0.00118,0.0141,0.01322,0.0083,1,1784300793.008,1784300793.946,1784300793.946
ramp,54.077,3.2,0.0,0.00118,0.1591,0.00118,0.00118,0.0,0.0,0.0061,1,1784300794.009,1784300794.168,1784300794.168
ramp,54.299,3.2,0.0,0.00118,0.3663,0.00118,0.00118,0.0,0.0,0.0067,1,1784300794.009,1784300794.375,1784300794.375
ramp,54.506,3.2,0.0,0.00118,0.5733,0.00118,0.00118,0.0,0.0,0.0064,1,1784300794.009,1784300794.582,1784300794.582
ramp,54.713,3.2,0.00294,0.00118,0.7818,-0.00176,0.00176,0.01411,0.01103,0.0079,1,1784300794.009,1784300794.791,1784300794.791
ramp,54.922,3.2,0.0,0.00118,0.9893,0.00118,0.00118,0.01418,0.01402,0.007,1,1784300794.009,1784300794.998,1784300794.998
ramp,55.129,1.2,0.0,0.00118,0.212,0.00118,0.00118,0.0,0.0,0.0068,1,1784300795.009,1784300795.221,1784300795.221
ramp,55.352,1.2,0.0,0.00118,0.4201,0.00118,0.00118,0.0,0.0,0.0074,1,1784300795.009,1784300795.429,1784300795.429
ramp,55.56,1.2,0.0,0.00118,0.6273,0.00118,0.00118,0.0,0.0,0.0067,1,1784300795.009,1784300795.636,1784300795.636
ramp,55.767,1.2,0.00294,0.00118,0.835,-0.00176,0.00176,0.01416,0.01183,0.0072,1,1784300795.009,1784300795.844,1784300795.844
ramp,55.975,1.2,0.0,0.00118,1.0424,0.00118,0.00118,0.01418,0.01478,0.007,1,1784300795.009,1784300796.051,1784300796.052
ramp,56.183,1.7,0.0,0.00118,0.265,0.00118,0.00118,0.0,0.0,0.0068,1,1784300796.009,1784300796.274,1784300796.274
ramp,56.405,1.7,0.0,0.00118,0.4743,0.00118,0.00118,0.0,0.0,0.0089,1,1784300796.009,1784300796.483,1784300796.483
ramp,56.614,1.7,0.00294,0.00118,0.6819,-0.00176,0.00176,0.01417,0.00966,0.0071,1,1784300796.009,1784300796.691,1784300796.691
ramp,56.822,1.7,0.0,0.00118,0.89,0.00118,0.00118,0.01414,0.01258,0.0076,1,1784300796.009,1784300796.899,1784300796.899
ramp,57.03,2.2,0.0,0.00118,0.1117,0.00118,0.00118,0.0,0.0,0.0054,1,1784300797.009,1784300797.121,1784300797.121
ramp,57.252,2.2,0.0,0.00118,0.3199,0.00118,0.00118,0.0,0.0,0.0076,1,1784300797.009,1784300797.329,1784300797.329
ramp,57.46,2.2,0.0,0.00118,0.528,0.00118,0.00118,0.0,0.0,0.0076,1,1784300797.009,1784300797.537,1784300797.537
ramp,57.668,2.2,0.00294,0.00118,0.7355,-0.00176,0.00176,0.01418,0.01043,0.0071,1,1784300797.009,1784300797.745,1784300797.745
ramp,57.876,2.2,0.0,0.00118,0.9441,0.00118,0.00118,0.01411,0.01332,0.008,1,1784300797.009,1784300797.953,1784300797.953
ramp,58.084,2.7,0.0,0.00118,0.1668,0.00118,0.00118,0.0,0.0,0.0065,1,1784300798.009,1784300798.176,1784300798.176
ramp,58.307,2.7,0.0,0.00118,0.375,0.00118,0.00118,0.0,0.0,0.0076,1,1784300798.009,1784300798.384,1784300798.384
ramp,58.515,2.7,0.0,0.00118,0.5826,0.00118,0.00118,0.0,0.0,0.0071,1,1784300798.009,1784300798.592,1784300798.592
ramp,58.723,2.7,0.00294,0.00118,0.79,-0.00176,0.00176,0.01419,0.01121,0.0068,1,1784300798.009,1784300798.799,1784300798.799
ramp,58.93,2.7,0.0,0.00118,0.9982,0.00118,0.00118,0.01413,0.0141,0.0077,1,1784300798.009,1784300799.007,1784300799.007
ramp,59.138,3.2,0.0,0.00118,0.2229,0.00118,0.00118,0.0,0.0,0.0073,1,1784300799.009,1784300799.232,1784300799.232
ramp,59.363,3.2,0.0,0.00118,0.4305,0.00118,0.00118,0.0,0.0,0.0072,1,1784300799.009,1784300799.44,1784300799.44
ramp,59.57,3.2,0.07545,0.00118,0.6386,-0.07427,0.07427,0.36248,0.2315,0.0078,1,1784300799.009,1784300799.648,1784300799.648
ramp,59.779,3.2,0.0,0.00118,0.8466,0.00118,0.00118,0.36296,0.30726,0.0073,1,1784300799.009,1784300799.856,1784300799.856
ramp,59.986,3.2,0.0,0.00118,1.0539,0.00118,0.00118,0.0,0.0,0.0071,1,1784300799.009,1784300800.063,1784300800.063
