mode,t_rel,offered_mbps,util_kernel,util_ditto,aoi_s,error,abs_error,du_dt,error_pred,read_gap_s,ditto_ok,t_source,t_read,ts
static,0.231,2.0,0.01177,0.0,4.879,-0.01177,0.01177,,,0.0158,1,1784300609.981,1784300614.86,1784300614.86
static,0.448,2.0,0.0,0.0,5.0888,0.0,0.0,0.05613,0.28565,0.0093,1,1784300609.981,1784300615.07,1784300615.07
static,0.658,2.0,0.0,0.00708,0.3019,0.00708,0.00708,0.0,0.0,0.0135,1,1784300614.982,1784300615.284,1784300615.284
static,0.872,2.0,0.0,0.00708,0.5154,0.00708,0.00708,0.0,0.0,0.0128,1,1784300614.982,1784300615.497,1784300615.498
static,1.085,2.0,0.00294,0.00708,0.7279,0.00414,0.00414,0.01386,0.01009,0.012,1,1784300614.982,1784300615.71,1784300615.71
static,1.298,2.0,0.0,0.00708,0.9411,0.00708,0.00708,0.0138,0.01299,0.0127,1,1784300614.982,1784300615.923,1784300615.923
static,1.511,2.0,0.0,0.00708,1.1511,0.00708,0.00708,0.0,0.0,0.0107,1,1784300614.982,1784300616.133,1784300616.134
static,1.722,2.0,0.0,0.00118,0.365,0.00118,0.00118,0.0,0.0,0.0122,1,1784300615.982,1784300616.347,1784300616.347
static,1.935,2.0,0.00035,0.00118,0.5788,0.00083,0.00083,0.00163,0.00095,0.0133,1,1784300615.982,1784300616.561,1784300616.561
static,2.149,2.0,0.00294,0.00118,0.7934,-0.00176,0.00176,0.01209,0.00959,0.014,1,1784300615.982,1784300616.775,1784300616.776
static,2.363,2.0,0.0,0.00118,1.0061,0.00118,0.00118,0.01383,0.01391,0.0124,1,1784300615.982,1784300616.988,1784300616.988
static,2.576,2.0,0.0,0.00132,0.2156,0.00132,0.00132,0.0,0.0,0.009,1,1784300616.982,1784300617.198,1784300617.198
static,2.785,2.0,0.0,0.00132,0.4299,0.00132,0.00132,0.0,0.0,0.0137,1,1784300616.982,1784300617.412,1784300617.412
static,3.0,2.0,0.0,0.00132,0.6479,0.00132,0.00132,0.0,0.0,0.0175,1,1784300616.982,1784300617.63,1784300617.63
static,3.218,2.0,0.00294,0.00132,0.8621,-0.00162,0.00162,0.01374,0.01185,0.0137,1,1784300616.982,1784300617.844,1784300617.844
static,3.432,2.0,0.0,0.00132,1.072,0.00132,0.00132,0.01402,0.01503,0.0095,1,1784300616.982,1784300618.054,1784300618.054
static,3.642,2.0,0.0,0.00118,0.2859,0.00118,0.00118,0.0,0.0,0.0134,1,1784300617.982,1784300618.268,1784300618.268
static,3.856,2.0,0.0,0.00118,0.4992,0.00118,0.00118,0.0,0.0,0.0128,1,1784300617.982,1784300618.481,1784300618.481
static,4.069,2.0,0.00294,0.00118,0.7127,-0.00176,0.00176,0.01378,0.00982,0.013,1,1784300617.982,1784300618.695,1784300618.695
static,4.282,2.0,0.0,0.00118,0.9258,0.00118,0.00118,0.01381,0.01278,0.0126,1,1784300617.982,1784300618.908,1784300618.908
static,4.495,2.0,0.0,0.00118,0.1332,0.00118,0.00118,0.0,0.0,0.008,1,1784300618.983,1784300619.116,1784300619.116
static,4.704,2.0,0.0,0.00118,0.3457,0.00118,0.00118,0.0,0.0,0.0119,1,1784300618.983,1784300619.329,1784300619.329
static,4.916,2.0,0.0,0.00118,0.5603,0.00118,0.00118,0.0,0.0,0.0141,1,1784300618.983,1784300619.543,1784300619.543
static,5.131,2.0,0.00294,0.00118,0.7735,-0.00176,0.00176,0.01379,0.01066,0.0125,1,1784300618.983,1784300619.757,1784300619.757
static,5.344,2.0,0.0,0.00118,0.9875,0.00118,0.00118,0.01374,0.01357,0.0134,1,1784300618.983,1784300619.97,1784300619.971
static,5.558,2.0,0.0,0.00118,0.2,0.00118,0.00118,0.0,0.0,0.0121,1,1784300619.983,1784300620.183,1784300620.183
static,5.771,2.0,0.0,0.00118,0.4133,0.00118,0.00118,0.0,0.0,0.0127,1,1784300619.983,1784300620.396,1784300620.396
static,5.984,2.0,0.0,0.00118,0.6269,0.00118,0.00118,0.0,0.0,0.0133,1,1784300619.983,1784300620.61,1784300620.61
static,6.198,2.0,0.00294,0.00118,0.8391,-0.00176,0.00176,0.01387,0.01164,0.0117,1,1784300619.983,1784300620.822,1784300620.822
static,6.41,2.0,0.0,0.00118,1.0511,0.00118,0.00118,0.01388,0.01459,0.0116,1,1784300619.983,1784300621.034,1784300621.034
static,6.622,2.0,0.0,0.00118,0.2626,0.00118,0.00118,0.0,0.0,0.0111,1,1784300620.983,1784300621.246,1784300621.246
static,6.833,2.0,0.0,0.00118,0.4745,0.00118,0.00118,0.0,0.0,0.0114,1,1784300620.983,1784300621.457,1784300621.458
static,7.045,2.0,0.00294,0.00118,0.6864,-0.00176,0.00176,0.0139,0.00954,0.0115,1,1784300620.983,1784300621.669,1784300621.67
static,7.257,2.0,0.0,0.00118,0.8999,0.00118,0.00118,0.01379,0.01241,0.0131,1,1784300620.983,1784300621.883,1784300621.883
static,7.471,2.0,0.0,0.00118,1.1102,0.00118,0.00118,0.0,0.0,0.0099,1,1784300620.983,1784300622.093,1784300622.093
static,7.681,2.0,0.0,0.00118,0.324,0.00118,0.00118,0.0,0.0,0.0131,1,1784300621.983,1784300622.307,1784300622.307
static,7.895,2.0,0.0,0.00118,0.5366,0.00118,0.00118,0.0,0.0,0.0121,1,1784300621.983,1784300622.52,1784300622.52
static,8.107,2.0,0.00294,0.00118,0.7499,-0.00176,0.00176,0.0138,0.01034,0.0128,1,1784300621.983,1784300622.733,1784300622.733
static,8.321,2.0,0.0,0.00118,0.9641,0.00118,0.00118,0.01373,0.01324,0.0138,1,1784300621.983,1784300622.947,1784300622.947
static,8.535,2.0,0.0,0.00118,0.1762,0.00118,0.00118,0.0,0.0,0.0114,1,1784300622.983,1784300623.159,1784300623.159
static,8.747,2.0,0.0,0.00118,0.3889,0.00118,0.00118,0.0,0.0,0.0122,1,1784300622.983,1784300623.372,1784300623.372
static,8.96,2.0,0.0,0.00118,0.6016,0.00118,0.00118,0.0,0.0,0.0123,1,1784300622.983,1784300623.585,1784300623.585
static,9.172,2.0,0.00294,0.00118,0.816,-0.00176,0.00176,0.01372,0.01119,0.0136,1,1784300622.983,1784300623.799,1784300623.799
static,9.387,2.0,0.0,0.00118,1.0277,0.00118,0.00118,0.01389,0.01427,0.0113,1,1784300622.983,1784300624.011,1784300624.011
static,9.598,2.0,0.0,0.00118,0.2402,0.00118,0.00118,0.0,0.0,0.012,1,1784300623.983,1784300624.223,1784300624.223
static,9.811,2.0,0.0,0.00118,0.4543,0.00118,0.00118,0.0,0.0,0.0136,1,1784300623.983,1784300624.437,1784300624.437
static,10.025,2.0,0.05026,0.00118,0.6665,-0.04908,0.04908,0.23681,0.15784,0.0117,1,1784300623.983,1784300624.65,1784300624.65
static,10.237,2.0,0.0,0.00118,0.8788,0.00118,0.00118,0.23682,0.20811,0.0117,1,1784300623.983,1784300624.862,1784300624.862
static,10.449,2.0,0.0,0.00118,1.088,0.00118,0.00118,0.0,0.0,0.0079,1,1784300623.983,1784300625.071,1784300625.071
static,10.659,2.0,0.0,0.00118,0.2996,0.00118,0.00118,0.0,0.0,0.011,1,1784300624.983,1784300625.283,1784300625.283
static,10.87,2.0,0.0,0.00118,0.5121,0.00118,0.00118,0.0,0.0,0.0122,1,1784300624.983,1784300625.495,1784300625.495
static,11.083,2.0,0.00294,0.00118,0.7246,-0.00176,0.00176,0.01385,0.01003,0.012,1,1784300624.983,1784300625.708,1784300625.708
static,11.295,2.0,0.0,0.00118,0.9369,0.00118,0.00118,0.01386,0.01299,0.0117,1,1784300624.983,1784300625.92,1784300625.92
static,11.508,2.0,0.0,0.00118,0.1475,0.00118,0.00118,0.0,0.0,0.0099,1,1784300625.983,1784300626.13,1784300626.131
static,11.718,2.0,0.0,0.00118,0.3588,0.00118,0.00118,0.0,0.0,0.0108,1,1784300625.983,1784300626.342,1784300626.342
static,11.929,2.0,0.0,0.00118,0.5711,0.00118,0.00118,0.0,0.0,0.0118,1,1784300625.983,1784300626.554,1784300626.554
static,12.142,2.0,0.00294,0.00118,0.7832,-0.00176,0.00176,0.01387,0.01087,0.0116,1,1784300625.983,1784300626.766,1784300626.766
static,12.354,2.0,0.0,0.00118,0.9947,0.00118,0.00118,0.01391,0.01384,0.011,1,1784300625.983,1784300626.978,1784300626.978
static,12.565,2.0,0.0,0.00118,0.2046,0.00118,0.00118,0.0,0.0,0.0104,1,1784300626.984,1784300627.189,1784300627.189
static,12.776,2.0,0.0,0.00118,0.4169,0.00118,0.00118,0.0,0.0,0.0118,1,1784300626.984,1784300627.401,1784300627.401
static,12.989,2.0,0.0,0.00118,0.6286,0.00118,0.00118,0.0,0.0,0.0111,1,1784300626.984,1784300627.613,1784300627.613
static,13.2,2.0,0.00294,0.00118,0.8402,-0.00176,0.00176,0.01391,0.01168,0.0111,1,1784300626.984,1784300627.824,1784300627.824
static,13.412,2.0,0.0,0.00118,1.051,0.00118,0.00118,0.01396,0.01467,0.0104,1,1784300626.984,1784300628.035,1784300628.035
static,13.623,2.0,0.0,0.00118,0.263,0.00118,0.00118,0.0,0.0,0.0116,1,1784300627.984,1784300628.247,1784300628.247
static,13.835,2.0,0.0,0.00118,0.4751,0.00118,0.00118,0.0,0.0,0.0115,1,1784300627.984,1784300628.459,1784300628.459
static,14.047,2.0,0.00294,0.00118,0.6864,-0.00176,0.00176,0.01393,0.00956,0.0108,1,1784300627.984,1784300628.67,1784300628.671
static,14.258,2.0,0.0,0.00118,0.8986,0.00118,0.00118,0.01387,0.01246,0.0117,1,1784300627.984,1784300628.883,1784300628.883
static,14.47,2.0,0.0,0.00118,1.1094,0.00118,0.00118,0.0,0.0,0.0105,1,1784300627.984,1784300629.093,1784300629.094
static,14.681,2.0,0.0,0.00118,0.3222,0.00118,0.00118,0.0,0.0,0.012,1,1784300628.984,1784300629.306,1784300629.306
static,14.894,2.0,0.0,0.00118,0.5345,0.00118,0.00118,0.0,0.0,0.0118,1,1784300628.984,1784300629.518,1784300629.519
static,15.106,2.0,0.00294,0.00118,0.7475,-0.00176,0.00176,0.01382,0.01033,0.0125,1,1784300628.984,1784300629.731,1784300629.732
static,15.319,2.0,0.0,0.00118,0.9603,0.00118,0.00118,0.01383,0.01328,0.0124,1,1784300628.984,1784300629.944,1784300629.944
static,15.532,2.0,0.0,0.00118,0.173,0.00118,0.00118,0.0,0.0,0.0122,1,1784300629.984,1784300630.157,1784300630.157
static,15.745,2.0,0.0,0.00118,0.3851,0.00118,0.00118,0.0,0.0,0.0116,1,1784300629.984,1784300630.369,1784300630.369
static,15.957,2.0,0.0,0.00118,0.5969,0.00118,0.00118,0.0,0.0,0.0112,1,1784300629.984,1784300630.581,1784300630.581
static,16.169,2.0,0.00294,0.00118,0.8086,-0.00176,0.00176,0.0139,0.01124,0.0112,1,1784300629.984,1784300630.793,1784300630.793
static,16.38,2.0,0.0,0.00118,1.0198,0.00118,0.00118,0.01394,0.01422,0.0107,1,1784300629.984,1784300631.004,1784300631.004
static,16.592,2.0,0.0,0.00118,0.2316,0.00118,0.00118,0.0,0.0,0.0112,1,1784300630.984,1784300631.216,1784300631.216
static,16.803,2.0,0.0,0.00118,0.4428,0.00118,0.00118,0.0,0.0,0.0106,1,1784300630.984,1784300631.427,1784300631.427
static,17.014,2.0,0.0,0.00118,0.6533,0.00118,0.00118,0.0,0.0,0.0102,1,1784300630.984,1784300631.637,1784300631.637
static,17.225,2.0,0.00294,0.00118,0.8647,-0.00176,0.00176,0.01392,0.01204,0.0109,1,1784300630.984,1784300631.849,1784300631.849
static,17.436,2.0,0.0,0.00118,1.0727,0.00118,0.00118,0.01415,0.01518,0.0076,1,1784300630.984,1784300632.057,1784300632.057
static,17.644,2.0,0.0,0.00118,0.2835,0.00118,0.00118,0.0,0.0,0.0103,1,1784300631.984,1784300632.268,1784300632.268
static,17.855,2.0,0.0,0.00118,0.4956,0.00118,0.00118,0.0,0.0,0.0116,1,1784300631.984,1784300632.48,1784300632.48
static,18.067,2.0,0.00294,0.00118,0.7083,-0.00176,0.00176,0.01384,0.0098,0.0122,1,1784300631.984,1784300632.692,1784300632.692
static,18.28,2.0,0.00035,0.00118,0.9199,0.00083,0.00083,0.01226,0.01127,0.0111,1,1784300631.984,1784300632.904,1784300632.904
static,18.492,2.0,0.0,0.00118,1.1276,0.00118,0.00118,0.00168,0.0019,0.0073,1,1784300631.984,1784300633.112,1784300633.112
static,18.699,2.0,0.0,0.00132,0.3392,0.00132,0.00132,0.0,0.0,0.0109,1,1784300632.984,1784300633.323,1784300633.323
static,18.911,2.0,0.0,0.00132,0.5507,0.00132,0.00132,0.0,0.0,0.0111,1,1784300632.984,1784300633.535,1784300633.535
static,19.122,2.0,0.00294,0.00132,0.7615,-0.00162,0.00162,0.01396,0.01063,0.0102,1,1784300632.984,1784300633.746,1784300633.746
static,19.333,2.0,0.0,0.00132,0.9739,0.00132,0.00132,0.01385,0.01349,0.0118,1,1784300632.984,1784300633.958,1784300633.958
static,19.546,2.0,0.0,0.00118,0.1809,0.00118,0.00118,0.0,0.0,0.0066,1,1784300633.984,1784300634.165,1784300634.165
static,19.752,2.0,0.0,0.00118,0.3927,0.00118,0.00118,0.0,0.0,0.0114,1,1784300633.984,1784300634.377,1784300634.377
static,19.964,2.0,0.0,0.00118,0.6045,0.00118,0.00118,0.0,0.0,0.0113,1,1784300633.984,1784300634.589,1784300634.589
static,20.176,2.0,0.00294,0.00118,0.8163,-0.00176,0.00176,0.0139,0.01134,0.0113,1,1784300633.984,1784300634.8,1784300634.8
static,20.388,2.0,0.0,0.00118,1.0269,0.00118,0.00118,0.01397,0.01435,0.0102,1,1784300633.984,1784300635.011,1784300635.011
static,20.599,2.0,0.0,0.00118,0.2373,0.00118,0.00118,0.0,0.0,0.0108,1,1784300634.985,1784300635.222,1784300635.222
static,20.81,2.0,0.0,0.00118,0.4488,0.00118,0.00118,0.0,0.0,0.011,1,1784300634.985,1784300635.434,1784300635.434
static,21.022,2.0,0.05828,0.00118,0.6595,-0.0571,0.0571,0.27662,0.18243,0.0101,1,1784300634.985,1784300635.644,1784300635.645
static,21.232,2.0,0.0,0.00118,0.8701,0.00118,0.00118,0.27677,0.24081,0.0099,1,1784300634.985,1784300635.855,1784300635.855
static,21.443,2.0,0.0,0.00118,1.0784,0.00118,0.00118,0.0,0.0,0.0079,1,1784300634.985,1784300636.063,1784300636.064
static,21.651,2.0,0.0,0.00118,0.2901,0.00118,0.00118,0.0,0.0,0.0112,1,1784300635.985,1784300636.275,1784300636.275
static,21.863,2.0,0.0,0.00118,0.5028,0.00118,0.00118,0.0,0.0,0.0121,1,1784300635.985,1784300636.488,1784300636.488
static,22.075,2.0,0.00294,0.00118,0.7137,-0.00176,0.00176,0.01395,0.00995,0.0103,1,1784300635.985,1784300636.699,1784300636.699
static,22.286,2.0,0.0,0.00118,0.9245,0.00118,0.00118,0.01395,0.0129,0.0102,1,1784300635.985,1784300636.909,1784300636.91
static,22.497,2.0,0.0,0.00118,0.1322,0.00118,0.00118,0.0,0.0,0.0074,1,1784300636.985,1784300637.117,1784300637.117
static,22.705,2.0,0.0,0.00118,0.3433,0.00118,0.00118,0.0,0.0,0.0106,1,1784300636.985,1784300637.328,1784300637.328
static,22.916,2.0,0.0,0.00118,0.5549,0.00118,0.00118,0.0,0.0,0.0111,1,1784300636.985,1784300637.54,1784300637.54
static,23.128,2.0,0.00294,0.00118,0.7669,-0.00176,0.00176,0.01387,0.01064,0.0116,1,1784300636.985,1784300637.752,1784300637.752
static,23.34,2.0,0.0,0.00118,0.9776,0.00118,0.00118,0.01397,0.01365,0.0102,1,1784300636.985,1784300637.963,1784300637.963
static,23.55,2.0,0.0,0.00118,0.1892,0.00118,0.00118,0.0,0.0,0.0109,1,1784300637.985,1784300638.174,1784300638.174
static,23.762,2.0,0.0,0.00118,0.4003,0.00118,0.00118,0.0,0.0,0.0106,1,1784300637.985,1784300638.385,1784300638.385
static,23.973,2.0,0.0,0.00118,0.613,0.00118,0.00118,0.0,0.0,0.0123,1,1784300637.985,1784300638.598,1784300638.598
static,24.186,2.0,0.00294,0.00118,0.8252,-0.00176,0.00176,0.01386,0.01144,0.0114,1,1784300637.985,1784300638.81,1784300638.81
static,24.398,2.0,0.0,0.00118,1.036,0.00118,0.00118,0.01395,0.01445,0.0102,1,1784300637.985,1784300639.021,1784300639.021
static,24.609,2.0,0.0,0.00118,0.247,0.00118,0.00118,0.0,0.0,0.0106,1,1784300638.985,1784300639.232,1784300639.232
static,24.82,2.0,0.0,0.00118,0.4579,0.00118,0.00118,0.0,0.0,0.0104,1,1784300638.985,1784300639.443,1784300639.443
static,25.031,2.0,0.04938,0.00118,0.6704,-0.0482,0.0482,0.23246,0.15584,0.0119,1,1784300638.985,1784300639.655,1784300639.656
static,25.243,2.0,0.0,0.00118,0.881,0.00118,0.00118,0.23446,0.20656,0.0102,1,1784300638.985,1784300639.866,1784300639.866
static,25.454,2.0,0.0,0.00118,1.089,0.00118,0.00118,0.0,0.0,0.0076,1,1784300638.985,1784300640.074,1784300640.074
static,25.662,2.0,0.0,0.00118,0.2975,0.00118,0.00118,0.0,0.0,0.0079,1,1784300639.985,1784300640.282,1784300640.283
static,25.87,2.0,0.0,0.00118,0.5077,0.00118,0.00118,0.0,0.0,0.0097,1,1784300639.985,1784300640.493,1784300640.493
static,26.08,2.0,0.00294,0.00118,0.7196,-0.00176,0.00176,0.01387,0.00998,0.0114,1,1784300639.985,1784300640.705,1784300640.705
static,26.292,2.0,0.0,0.00118,0.9311,0.00118,0.00118,0.0139,0.01295,0.011,1,1784300639.985,1784300640.916,1784300640.916
static,26.504,2.0,0.0,0.00118,0.1412,0.00118,0.00118,0.0,0.0,0.0096,1,1784300640.985,1784300641.126,1784300641.126
static,26.714,2.0,0.0,0.00118,0.3528,0.00118,0.00118,0.0,0.0,0.011,1,1784300640.985,1784300641.338,1784300641.338
static,26.925,2.0,0.0,0.00118,0.5642,0.00118,0.00118,0.0,0.0,0.011,1,1784300640.985,1784300641.549,1784300641.549
static,27.137,2.0,0.00294,0.00118,0.7768,-0.00176,0.00176,0.01384,0.01075,0.012,1,1784300640.985,1784300641.762,1784300641.762
static,27.349,2.0,0.0,0.00118,0.9894,0.00118,0.00118,0.01383,0.01369,0.0122,1,1784300640.985,1784300641.974,1784300641.975
static,27.562,2.0,0.0,0.00118,0.1992,0.00118,0.00118,0.0,0.0,0.0103,1,1784300641.986,1784300642.185,1784300642.185
static,27.773,2.0,0.0,0.00118,0.4101,0.00118,0.00118,0.0,0.0,0.0103,1,1784300641.986,1784300642.396,1784300642.396
static,27.984,2.0,0.0,0.00118,0.6223,0.00118,0.00118,0.0,0.0,0.0117,1,1784300641.986,1784300642.608,1784300642.608
static,28.196,2.0,0.00294,0.00118,0.8332,-0.00176,0.00176,0.01395,0.01162,0.0104,1,1784300641.986,1784300642.819,1784300642.819
static,28.407,2.0,0.0,0.00118,1.0435,0.00118,0.00118,0.01399,0.0146,0.0098,1,1784300641.986,1784300643.029,1784300643.03
static,28.617,2.0,0.0,0.00118,0.257,0.00118,0.00118,0.0,0.0,0.0131,1,1784300642.986,1784300643.243,1784300643.243
static,28.831,2.0,0.0,0.00118,0.467,0.00118,0.00118,0.0,0.0,0.0096,1,1784300642.986,1784300643.453,1784300643.453
static,29.041,2.0,0.00294,0.00118,0.6781,-0.00176,0.00176,0.01394,0.00945,0.0106,1,1784300642.986,1784300643.664,1784300643.664
static,29.252,2.0,0.0,0.00118,0.8889,0.00118,0.00118,0.01396,0.01241,0.0103,1,1784300642.986,1784300643.875,1784300643.875
static,29.463,2.0,0.0,0.00118,1.0965,0.00118,0.00118,0.0,0.0,0.0072,1,1784300642.986,1784300644.083,1784300644.083
static,29.67,2.0,0.0,0.00118,0.3061,0.00118,0.00118,0.0,0.0,0.0092,1,1784300643.986,1784300644.292,1784300644.292
static,29.88,2.0,0.0,0.00118,0.5166,0.00118,0.00118,0.0,0.0,0.01,1,1784300643.986,1784300644.503,1784300644.503
static,30.09,2.0,0.00294,0.00118,0.7272,-0.00176,0.00176,0.01398,0.01016,0.01,1,1784300643.986,1784300644.713,1784300644.713
static,30.301,2.0,0.0,0.00118,0.9379,0.00118,0.00118,0.01397,0.0131,0.0101,1,1784300643.986,1784300644.924,1784300644.924
static,30.512,2.0,0.0,0.00118,0.1478,0.00118,0.00118,0.0,0.0,0.0093,1,1784300644.986,1784300645.134,1784300645.134
static,30.721,2.0,0.0,0.00118,0.3595,0.00118,0.00118,0.0,0.0,0.0112,1,1784300644.986,1784300645.346,1784300645.346
static,30.933,2.0,0.0,0.00118,0.5701,0.00118,0.00118,0.0,0.0,0.0102,1,1784300644.986,1784300645.556,1784300645.556
static,31.144,2.0,0.00294,0.00118,0.7804,-0.00176,0.00176,0.01399,0.01092,0.0099,1,1784300644.986,1784300645.766,1784300645.767
static,31.354,2.0,0.0,0.00118,0.9917,0.00118,0.00118,0.01393,0.01381,0.0108,1,1784300644.986,1784300645.978,1784300645.978
static,31.565,2.0,0.0,0.00118,0.2032,0.00118,0.00118,0.0,0.0,0.0109,1,1784300645.986,1784300646.189,1784300646.189
static,31.777,2.0,0.0,0.00118,0.4147,0.00118,0.00118,0.0,0.0,0.0111,1,1784300645.986,1784300646.401,1784300646.401
static,31.988,2.0,0.0,0.00118,0.6254,0.00118,0.00118,0.0,0.0,0.0102,1,1784300645.986,1784300646.611,1784300646.612
static,32.199,2.0,0.00294,0.00118,0.8363,-0.00176,0.00176,0.01396,0.01167,0.0104,1,1784300645.986,1784300646.822,1784300646.822
static,32.41,2.0,0.0,0.00118,1.0465,0.00118,0.00118,0.014,0.01465,0.0099,1,1784300645.986,1784300647.033,1784300647.033
static,32.62,2.0,0.0,0.00118,0.2566,0.00118,0.00118,0.0,0.0,0.0105,1,1784300646.987,1784300647.244,1784300647.244
static,32.831,2.0,0.0,0.00118,0.4681,0.00118,0.00118,0.0,0.0,0.0109,1,1784300646.987,1784300647.455,1784300647.455
static,33.043,2.0,0.00294,0.00118,0.6788,-0.00176,0.00176,0.01396,0.00947,0.0101,1,1784300646.987,1784300647.666,1784300647.666
static,33.254,2.0,0.0,0.00118,0.8896,0.00118,0.00118,0.01395,0.01241,0.0102,1,1784300646.987,1784300647.877,1784300647.877
static,33.464,2.0,0.0,0.00118,0.098,0.00118,0.00118,0.0,0.0,0.0079,1,1784300647.987,1784300648.085,1784300648.085
static,33.673,2.0,0.0,0.00118,0.3086,0.00118,0.00118,0.0,0.0,0.0101,1,1784300647.987,1784300648.296,1784300648.296
static,33.883,2.0,0.0,0.00118,0.5199,0.00118,0.00118,0.0,0.0,0.0107,1,1784300647.987,1784300648.507,1784300648.507
static,34.095,2.0,0.00294,0.00118,0.732,-0.00176,0.00176,0.01387,0.01015,0.0116,1,1784300647.987,1784300648.719,1784300648.719
static,34.307,2.0,0.0,0.00118,0.9428,0.00118,0.00118,0.01396,0.01316,0.0103,1,1784300647.987,1784300648.93,1784300648.93
static,34.517,2.0,0.0,0.00118,0.1523,0.00118,0.00118,0.0,0.0,0.0092,1,1784300648.987,1784300649.139,1784300649.139
static,34.727,2.0,0.0,0.00118,0.3637,0.00118,0.00118,0.0,0.0,0.0109,1,1784300648.987,1784300649.351,1784300649.351
static,34.939,2.0,0.0,0.00118,0.5752,0.00118,0.00118,0.0,0.0,0.0108,1,1784300648.987,1784300649.562,1784300649.562
static,35.15,2.0,0.00294,0.00118,0.7871,-0.00176,0.00176,0.01389,0.01093,0.0114,1,1784300648.987,1784300649.774,1784300649.774
static,35.362,2.0,0.0,0.00118,0.9987,0.00118,0.00118,0.0139,0.01388,0.0112,1,1784300648.987,1784300649.986,1784300649.986
static,35.573,2.0,0.0,0.00118,0.2091,0.00118,0.00118,0.0,0.0,0.0099,1,1784300649.987,1784300650.196,1784300650.196
static,35.784,2.0,0.0,0.00118,0.4193,0.00118,0.00118,0.0,0.0,0.0097,1,1784300649.987,1784300650.406,1784300650.406
static,35.994,2.0,0.0,0.00118,0.6293,0.00118,0.00118,0.0,0.0,0.0094,1,1784300649.987,1784300650.616,1784300650.616
static,36.204,2.0,0.00294,0.00118,0.8386,-0.00176,0.00176,0.01405,0.01179,0.0089,1,1784300649.987,1784300650.826,1784300650.826
static,36.413,2.0,0.0,0.00118,1.0479,0.00118,0.00118,0.01406,0.01473,0.0089,1,1784300649.987,1784300651.035,1784300651.035
static,36.623,2.0,0.0,0.00118,0.2582,0.00118,0.00118,0.0,0.0,0.0097,1,1784300650.987,1784300651.245,1784300651.245
static,36.833,2.0,0.0,0.00118,0.4684,0.00118,0.00118,0.0,0.0,0.0096,1,1784300650.987,1784300651.455,1784300651.455
static,37.043,2.0,0.00294,0.00118,0.6782,-0.00176,0.00176,0.01402,0.00951,0.0094,1,1784300650.987,1784300651.665,1784300651.665
static,37.253,2.0,0.0,0.00118,0.8892,0.00118,0.00118,0.01395,0.01241,0.0105,1,1784300650.987,1784300651.876,1784300651.876
static,37.464,2.0,0.0,0.00118,0.0985,0.00118,0.00118,0.0,0.0,0.0088,1,1784300651.987,1784300652.086,1784300652.086
static,37.673,2.0,0.0,0.00118,0.309,0.00118,0.00118,0.0,0.0,0.01,1,1784300651.987,1784300652.296,1784300652.296
static,37.884,2.0,0.0,0.00118,0.5186,0.00118,0.00118,0.0,0.0,0.009,1,1784300651.987,1784300652.506,1784300652.506
static,38.093,2.0,0.00294,0.00118,0.729,-0.00176,0.00176,0.01398,0.01019,0.0099,1,1784300651.987,1784300652.716,1784300652.716
static,38.304,2.0,0.0,0.00118,0.9411,0.00118,0.00118,0.01388,0.01306,0.0115,1,1784300651.987,1784300652.928,1784300652.928
static,38.516,2.0,0.0,0.00118,0.151,0.00118,0.00118,0.0,0.0,0.0095,1,1784300652.987,1784300653.138,1784300653.138
static,38.726,2.0,0.0,0.00118,0.3619,0.00118,0.00118,0.0,0.0,0.0104,1,1784300652.987,1784300653.349,1784300653.349
static,38.937,2.0,0.0,0.00118,0.5721,0.00118,0.00118,0.0,0.0,0.0098,1,1784300652.987,1784300653.559,1784300653.559
static,39.147,2.0,0.00294,0.00118,0.782,-0.00176,0.00176,0.01402,0.01096,0.0094,1,1784300652.987,1784300653.769,1784300653.769
static,39.357,2.0,0.0,0.00118,0.9929,0.00118,0.00118,0.01396,0.01386,0.0103,1,1784300652.987,1784300653.98,1784300653.98
static,39.568,2.0,0.0,0.00118,0.2032,0.00118,0.00118,0.0,0.0,0.0098,1,1784300653.987,1784300654.19,1784300654.19
static,39.778,2.0,0.0,0.00118,0.4143,0.00118,0.00118,0.0,0.0,0.0106,1,1784300653.987,1784300654.401,1784300654.401
static,39.989,2.0,0.0,0.00118,0.6243,0.00118,0.00118,0.0,0.0,0.0095,1,1784300653.987,1784300654.611,1784300654.611
static,40.199,2.0,0.00294,0.00118,0.8349,-0.00176,0.00176,0.01397,0.01166,0.0101,1,1784300653.987,1784300654.822,1784300654.822
static,40.41,2.0,0.0,0.00118,1.0445,0.00118,0.00118,0.01404,0.01466,0.0092,1,1784300653.987,1784300655.032,1784300655.032
static,40.619,2.0,0.0,0.00118,0.2553,0.00118,0.00118,0.0,0.0,0.0102,1,1784300654.987,1784300655.242,1784300655.242
static,40.83,2.0,0.0,0.00118,0.4671,0.00118,0.00118,0.0,0.0,0.0113,1,1784300654.987,1784300655.454,1784300655.454
static,41.042,2.0,0.00294,0.00118,0.6785,-0.00176,0.00176,0.01392,0.00945,0.0108,1,1784300654.987,1784300655.665,1784300655.666
static,41.253,2.0,0.0,0.00118,0.8894,0.00118,0.00118,0.01395,0.01241,0.0105,1,1784300654.987,1784300655.876,1784300655.877
static,41.465,2.0,0.0,0.00118,0.0995,0.00118,0.00118,0.0,0.0,0.0085,1,1784300655.987,1784300656.086,1784300656.087
