z_steps,aoi_mean_s,n,clair_return,clair_return_ci95,blind_return,blind_return_ci95,ospf_return,ospf_return_ci95,cost_of_blindness,cost_of_blindness_ci95_paired,blind_minus_ospf,blind_minus_ospf_ci95_paired,clair_wrong_rate,blind_wrong_rate,wrong_excess,wrong_excess_ci95_paired
0,0.0,500,3.969165821546353,0.03345177767882728,3.969165821546353,0.03345177767882728,3.64234057882594,0.05754860890639449,0.0,0.0,0.32682524272041313,0.045324497392746854,0.21333333333333332,0.21333333333333332,0.0,0.0
1,0.5,500,3.969165821546353,0.03345177767882728,3.8690087041117396,0.042645446709164314,3.64234057882594,0.05754860890639449,0.10015711743461374,0.028212093017151312,0.2266681252857994,0.04397438238461113,0.21333333333333332,0.2753333333333333,0.062,0.026668009344955293
2,1.0,500,3.969165821546353,0.03345177767882728,3.832748147530053,0.042545050108025145,3.64234057882594,0.05754860890639449,0.13641767401629995,0.02928551908568304,0.1904075687041132,0.047148219656776666,0.21333333333333332,0.3093333333333333,0.096,0.027013030864250418
3,1.5,500,3.969165821546353,0.03345177767882728,3.765680777201967,0.04905591952414911,3.64234057882594,0.05754860890639449,0.2034850443443863,0.037506950019810414,0.12334019837602685,0.044523890171166404,0.21333333333333332,0.3226666666666666,0.10933333333333332,0.02983239048528218
5,2.5,500,3.969165821546353,0.03345177767882728,3.7325341181207388,0.04989540564473917,3.64234057882594,0.05754860890639449,0.2366317034256145,0.03984474860126218,0.09019353929479869,0.04308817190525136,0.21333333333333332,0.36333333333333334,0.15,0.030499953458794714
8,4.0,500,3.969165821546353,0.03345177767882728,3.690280188542336,0.05111594491252252,3.64234057882594,0.05754860890639449,0.27888563300401736,0.04157383769299133,0.04793960971639579,0.041381596080807034,0.21333333333333332,0.396,0.18266666666666664,0.029879378056510236
12,6.0,500,3.969165821546353,0.03345177767882728,3.652059019418335,0.05035962761745067,3.64234057882594,0.05754860890639449,0.31710680212801823,0.04129806623267648,0.009718440592394946,0.045496737838941835,0.21333333333333332,0.41933333333333334,0.206,0.03251674991557992
20,10.0,500,3.969165821546353,0.03345177767882728,3.6409005092050566,0.05001722790043803,3.64234057882594,0.05754860890639449,0.3282653123412966,0.04265229589539251,-0.001440069620883392,0.048782522024196986,0.21333333333333332,0.43666666666666665,0.22333333333333333,0.03268760851779058
