run_id,timestamp_utc,cfg_bw_mbps,cfg_delay_ms,cfg_queue_pkts,offered_mbps,rho_offered,throughput_mbps,rho_measured,loss_rate,samples,mean_netem_pkts,max_netem_pkts,p0,p1,p_full,netem_distribution,htb_distribution
1eb514d083f3,2026-07-18T02:02:26Z,8.0,1.5,26,2.4,0.3,2.582072,0.322759,0.0,200,0.245,2,0.76,0.235,0.0,0p:0.760 1p:0.235 2p:0.005,0p:0.760 1p:0.235 2p:0.005
c080c116fc19,2026-07-18T02:02:41Z,8.0,1.5,26,4.0,0.5,4.304166,0.538021,0.0,200,0.55,1,0.45,0.55,0.0,0p:0.450 1p:0.550,0p:0.450 1p:0.550
6428b1effd14,2026-07-18T02:02:56Z,8.0,1.5,26,5.6,0.7,6.024754,0.753094,0.0,200,0.75,3,0.26,0.735,0.0,0p:0.260 1p:0.735 3p:0.005,0p:0.260 1p:0.735 3p:0.005
209dc4ddde04,2026-07-18T02:03:11Z,8.0,1.5,26,7.2,0.9,7.746892,0.968361,0.0,200,0.965,1,0.035,0.965,0.0,0p:0.035 1p:0.965,0p:0.035 1p:0.965
d913caa1664c,2026-07-18T02:03:26Z,8.0,1.5,26,7.4,0.925,7.962076,0.99526,0.0,200,1.015,2,0.0,0.985,0.0,1p:0.985 2p:0.015,1p:0.985 2p:0.015
d34461e10616,2026-07-18T02:03:41Z,8.0,1.5,26,7.6,0.95,7.981972,0.997747,0.02412798,200,25.515,26,0.0,0.0,0.515,25p:0.485 26p:0.515,25p:0.480 26p:0.520
616a8753ae47,2026-07-18T02:03:56Z,8.0,1.5,26,10.4,1.3,7.962325,0.995291,0.28862446,200,25.625,26,0.0,0.0,0.625,25p:0.375 26p:0.625,25p:0.380 26p:0.620
