offered_mbps,rho_offered,throughput_mbps,rho_measured,q_delay_ms,mean_backlog_bytes,max_backlog_bytes,drops,tx_packets,loss_rate,qdisc_kind,qdisc_layers,duration_s,rep,cfg_bw_mbps,cfg_delay_ms,cfg_queue_pkts,cfg_queue_target_ms,ts
0.4,0.1,0.43191181056157535,0.10797795264039384,0.0,0.0,0,0,404,0.0,htb,"{'htb': 0, 'netem': 0}",11.20695447921753,0,4.0,2.0,4,5.0,1784277556.9452844
0.8,0.2,0.86224479317726,0.215561198294315,0.10584,52.92,1512,0,800,0.0,htb,"{'htb': 0, 'netem': 0}",11.209419965744019,0,4.0,2.0,4,5.0,1784277571.0227942
1.2,0.3,1.293744073944388,0.323436018486097,0.34776,173.88,1512,0,1199,0.0,htb,"{'htb': 0, 'netem': 0}",11.210180044174194,0,4.0,2.0,4,5.0,1784277585.0988772
1.6,0.4,1.7257807490873545,0.4314451872718386,0.16674000000000003,83.37,1512,0,1601,0.0,htb,"{'htb': 0, 'netem': 0}",11.214597225189209,0,4.0,2.0,4,5.0,1784277599.179775
2.0,0.5,2.1568305074075282,0.5392076268518821,0.9072,453.6,1512,0,2001,0.0,htb,"{'htb': 0, 'netem': 0}",11.216718196868896,0,4.0,2.0,4,5.0,1784277613.2634664
2.4,0.6,2.5890914176570328,0.6472728544142582,1.69344,846.72,1512,0,2398,0.0,htb,"{'htb': 0, 'netem': 0}",11.203238248825073,0,4.0,2.0,4,5.0,1784277627.3331532
2.8,0.7,3.019885064513877,0.7549712661284692,1.55778,778.89,1512,0,2795,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.187445640563965,0,4.0,2.0,4,5.0,1784277641.387098
3.2,0.8,3.451556762834012,0.862889190708503,1.7539200000000001,876.96,1512,0,3198,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.207408905029297,0,4.0,2.0,4,5.0,1784277655.4626884
3.4,0.85,3.6666935344814515,0.9166733836203629,2.1168000000000005,1058.4,1512,0,3396,0.0,htb,"{'htb': 0, 'netem': 0}",11.203013181686401,0,4.0,2.0,4,5.0,1784277669.533772
3.6,0.9,3.878585929505139,0.9696464823762847,1.4666400000000002,733.32,4536,4,3596,0.0011111111111111111,htb,"{'htb': 1512, 'netem': 1512}",11.205671548843384,0,4.0,2.0,4,5.0,1784277683.6052723
3.8,0.95,4.000311191949285,1.0000777979873212,10.64448,5322.24,6048,92,3707,0.024216899183995787,htb,"{'htb': 4536, 'netem': 4536}",11.20909595489502,0,4.0,2.0,4,5.0,1784277697.6803298
4.0,1.0,4.0004077310371535,1.0001019327592884,10.79568,5397.84,6048,292,3709,0.07298175456135966,htb,"{'htb': 4536, 'netem': 4536}",11.21487283706665,0,4.0,2.0,4,5.0,1784277711.7630763
4.4,1.1,4.0007056899523405,1.0001764224880851,10.932179999999999,5466.09,6048,695,3713,0.15766787658802178,htb,"{'htb': 6048, 'netem': 6048}",11.223191976547241,0,4.0,2.0,4,5.0,1784277725.8571143
5.2,1.3,3.9999862134185062,0.9999965533546266,11.06784,5533.92,6048,1494,3708,0.28719723183391005,htb,"{'htb': 4536, 'netem': 4536}",11.210090637207031,0,4.0,2.0,4,5.0,1784277739.9347718
0.4,0.1,0.43193974326410184,0.10798493581602546,1.512,756.0,1512,0,401,0.0,htb,"{'htb': 0, 'netem': 0}",11.2295663356781,1,4.0,2.0,4,5.0,1784277754.0312567
0.8,0.2,0.862527156333665,0.21563178908341624,1.10376,551.88,1512,0,802,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.247172832489014,1,4.0,2.0,4,5.0,1784277768.1445656
1.2,0.3,1.2949461329650618,0.32373653324126545,0.99792,498.96,1512,0,1204,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.228488683700562,1,4.0,2.0,4,5.0,1784277782.2388895
1.6,0.4,1.7257252226270834,0.43143130565677085,0.756,378.0,1512,0,1599,0.0,htb,"{'htb': 0, 'netem': 0}",11.207754135131836,1,4.0,2.0,4,5.0,1784277796.313281
2.0,0.5,2.156730089536127,0.5391825223840317,1.48176,740.88,1512,0,1998,0.0,htb,"{'htb': 0, 'netem': 0}",11.205763816833496,1,4.0,2.0,4,5.0,1784277810.3846583
2.4,0.6,2.588441700587026,0.6471104251467565,0.95256,476.28,1512,0,2401,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.210983037948608,1,4.0,2.0,4,5.0,1784277824.4618309
2.8,0.7,3.0203188394142884,0.7550797098535721,1.512,756.0,1512,0,2801,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.217655420303345,1,4.0,2.0,4,5.0,1784277838.5452273
3.2,0.8,3.4513990705763136,0.8628497676440784,1.76904,884.52,1512,0,3200,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.214930295944214,1,4.0,2.0,4,5.0,1784277852.6277323
3.4,0.85,3.6633672815319547,0.9158418203829887,1.89,945.0,1512,4,3396,0.001176470588235294,htb,"{'htb': 1512, 'netem': 1512}",11.206764936447144,1,4.0,2.0,4,5.0,1784277866.699546
3.6,0.9,3.882500181087479,0.9706250452718698,1.98072,990.36,1512,0,3603,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.225212097167969,1,4.0,2.0,4,5.0,1784277880.7906773
3.8,0.95,3.9999814529958035,0.9999953632489509,10.538640000000001,5269.32,6048,92,3706,0.02422327540810953,htb,"{'htb': 4536, 'netem': 4536}",11.206995964050293,1,4.0,2.0,4,5.0,1784277894.8645716
4.0,1.0,3.9997899279778584,0.9999474819944646,10.751159999999999,5375.58,6048,291,3706,0.07280460345258945,htb,"{'htb': 6048, 'netem': 6048}",11.20165228843689,1,4.0,2.0,4,5.0,1784277908.9341352
4.4,1.1,3.999920513594436,0.999980128398609,10.946879999999998,5473.44,6048,690,3701,0.15713960373491231,htb,"{'htb': 4536, 'netem': 4536}",11.192046403884888,1,4.0,2.0,4,5.0,1784277922.9923594
5.2,1.3,4.000317538436701,1.0000793846091753,11.08296,5541.48,6048,1492,3705,0.28708870502212813,htb,"{'htb': 6048, 'netem': 6048}",11.200090885162354,1,4.0,2.0,4,5.0,1784277937.059706
0.4,0.1,0.43157151055387083,0.10789287763846771,0.10584,52.92,1512,0,401,0.0,htb,"{'htb': 0, 'netem': 0}",11.211898565292358,2,4.0,2.0,4,5.0,1784277951.140072
0.8,0.2,0.8626273021113561,0.21565682552783902,0.66528,332.64,1512,0,800,0.0,htb,"{'htb': 0, 'netem': 0}",11.204189777374268,2,4.0,2.0,4,5.0,1784277965.210914
1.2,0.3,1.2949948512535236,0.3237487128133809,0.756,378.0,1512,0,1201,0.0,htb,"{'htb': 0, 'netem': 0}",11.218033790588379,2,4.0,2.0,4,5.0,1784277979.2938087
1.6,0.4,1.726147455240595,0.4315368638101488,1.0739400000000001,536.97,1512,0,1599,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.19819974899292,2,4.0,2.0,4,5.0,1784277993.357781
2.0,0.5,2.1571933695464756,0.5392983423866189,0.43848000000000004,219.24,1512,0,1999,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.203616857528687,2,4.0,2.0,4,5.0,1784278007.42648
2.4,0.6,2.588286009311838,0.6470715023279595,0.92232,461.16,1512,0,2398,0.0,htb,"{'htb': 0, 'netem': 0}",11.202180862426758,2,4.0,2.0,4,5.0,1784278021.4943557
2.8,0.7,3.0205790324377104,0.7551447581094276,1.4968800000000002,748.44,1512,0,2796,0.0,htb,"{'htb': 0, 'netem': 0}",11.196666479110718,2,4.0,2.0,4,5.0,1784278035.558624
3.2,0.8,3.4451284459548153,0.8612821114887038,1.8144,907.2,3024,6,3193,0.001875586120662707,htb,"{'htb': 1512, 'netem': 1512}",11.203938722610474,2,4.0,2.0,4,5.0,1784278049.6286843
3.4,0.85,3.6677474075634526,0.9169368518908632,1.99584,997.92,1512,0,3397,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.203092098236084,2,4.0,2.0,4,5.0,1784278063.6974838
3.6,0.9,3.8821732354109915,0.9705433088527479,2.23776,1118.88,1512,0,3600,0.0,htb,"{'htb': 0, 'netem': 0}",11.213780879974365,2,4.0,2.0,4,5.0,1784278077.7775502
3.8,0.95,4.000326624423373,1.0000816561058432,10.62936,5314.68,6048,95,3710,0.024967148488830485,htb,"{'htb': 6048, 'netem': 6048}",11.215184211730957,2,4.0,2.0,4,5.0,1784278091.8584993
4.0,1.0,4.000440898954883,1.0001102247387208,10.59912,5299.56,6048,295,3709,0.07367632367632368,htb,"{'htb': 4536, 'netem': 4536}",11.2147798538208,2,4.0,2.0,4,5.0,1784278105.9395123
4.4,1.1,4.000270594735123,1.0000676486837807,10.90152,5450.76,6048,692,3711,0.1571655689302748,htb,"{'htb': 4536, 'netem': 4536}",11.221304893493652,2,4.0,2.0,4,5.0,1784278120.028053
5.2,1.3,3.9997153126257365,0.9999288281564341,11.113620000000001,5556.81,6048,1493,3711,0.2868946963873943,htb,"{'htb': 6048, 'netem': 6048}",11.219922542572021,2,4.0,2.0,4,5.0,1784278134.113804
0.4,0.1,0.43115903794266625,0.10778975948566656,1.11888,559.44,1512,0,401,0.0,htb,"{'htb': 0, 'netem': 0}",11.22262454032898,3,4.0,2.0,4,5.0,1784278148.201327
0.8,0.2,0.8631058617961092,0.2157764654490273,0.0,0.0,0,0,800,0.0,htb,"{'htb': 0, 'netem': 0}",11.211602687835693,3,4.0,2.0,4,5.0,1784278162.278273
1.2,0.3,1.2942245580993477,0.3235561395248369,0.95256,476.28,1512,0,1203,0.0,htb,"{'htb': 0, 'netem': 0}",11.225229740142822,3,4.0,2.0,4,5.0,1784278176.371422
1.6,0.4,1.7256347353962278,0.43140868384905695,0.93744,468.72,1512,0,1599,0.0,htb,"{'htb': 0, 'netem': 0}",11.208341836929321,3,4.0,2.0,4,5.0,1784278190.4480326
2.0,0.5,2.1566134936989596,0.5391533734247399,1.512,756.0,1512,0,2001,0.0,htb,"{'htb': 0, 'netem': 0}",11.223196029663086,3,4.0,2.0,4,5.0,1784278204.5368176
2.4,0.6,2.5883517868563515,0.6470879467140879,0.96768,483.84,1512,0,2403,0.0,htb,"{'htb': 0, 'netem': 0}",11.22526240348816,3,4.0,2.0,4,5.0,1784278218.6312418
2.8,0.7,3.0158346257248896,0.7539586564312224,1.1340000000000001,567.0,1512,4,2796,0.0014285714285714286,htb,"{'htb': 0, 'netem': 0}",11.210381269454956,3,4.0,2.0,4,5.0,1784278232.706502
3.2,0.8,3.451339606619658,0.8628349016549145,1.5876,793.8,1512,0,3199,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.208211421966553,3,4.0,2.0,4,5.0,1784278246.7813842
3.4,0.85,3.666565330285454,0.9166413325713635,1.7539200000000001,876.96,1512,0,3396,0.0,htb,"{'htb': 0, 'netem': 0}",11.203404903411865,3,4.0,2.0,4,5.0,1784278260.8529463
3.6,0.9,3.8826611456955242,0.9706652864238811,1.9656,982.8,1512,0,3595,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.19982361793518,3,4.0,2.0,4,5.0,1784278274.9221456
3.8,0.95,4.000477301929505,1.0001193254823761,10.44792,5223.96,6048,92,3706,0.02422327540810953,htb,"{'htb': 6048, 'netem': 6048}",11.202667236328125,3,4.0,2.0,4,5.0,1784278288.9920354
4.0,1.0,3.999838730061353,0.9999596825153383,10.765440000000002,5382.72,6048,291,3703,0.0728592889334001,htb,"{'htb': 4536, 'netem': 4536}",11.198323488235474,3,4.0,2.0,4,5.0,1784278303.0564191
4.4,1.1,3.991287541864011,0.9978218854660027,10.871700000000002,5435.85,6048,698,3697,0.15881683731513083,htb,"{'htb': 6048, 'netem': 6048}",11.201185464859009,3,4.0,2.0,4,5.0,1784278317.124305
5.2,1.3,3.9998797696261987,0.9999699424065497,10.99224,5496.12,6048,1491,3705,0.2869515011547344,htb,"{'htb': 6048, 'netem': 6048}",11.204256772994995,3,4.0,2.0,4,5.0,1784278331.1963315
0.4,0.1,0.4315520888500818,0.10788802221252045,0.01512,7.56,1512,0,402,0.0,htb,"{'htb': 0, 'netem': 0}",11.213181734085083,4,4.0,2.0,4,5.0,1784278345.2761376
0.8,0.2,0.8622326803348334,0.21555817008370834,0.8920800000000001,446.04,1512,0,800,0.0,htb,"{'htb': 0, 'netem': 0}",11.222956657409668,4,4.0,2.0,4,5.0,1784278359.364577
1.2,0.3,1.2948708457409892,0.3237177114352473,0.2872799999999999,143.64,1512,0,1201,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.21910810470581,4,4.0,2.0,4,5.0,1784278373.4495869
1.6,0.4,1.726100835285791,0.43152520882144774,0.48384,241.92,1512,0,1600,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.205509901046753,4,4.0,2.0,4,5.0,1784278387.5223913
2.0,0.5,2.156519142393302,0.5391297855983255,0.92232,461.16,1512,0,1999,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.207015752792358,4,4.0,2.0,4,5.0,1784278401.5977974
2.4,0.6,2.5887057487726324,0.6471764371931581,1.4364,718.2,1512,0,2399,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.205037117004395,4,4.0,2.0,4,5.0,1784278415.6698
2.8,0.7,3.020355277076421,0.7550888192691052,1.37592,687.96,1512,0,2798,0.0,htb,"{'htb': 0, 'netem': 0}",11.205505609512329,4,4.0,2.0,4,5.0,1784278429.7414134
3.2,0.8,3.451103482320665,0.8627758705801662,1.79928,899.64,1512,0,3199,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.212385892868042,4,4.0,2.0,4,5.0,1784278443.8200743
3.4,0.85,3.6667834088360416,0.9166958522090104,2.2680000000000002,1134.0,1512,0,3397,0.0,htb,"{'htb': 0, 'netem': 0}",11.199684143066406,4,4.0,2.0,4,5.0,1784278457.8859904
3.6,0.9,3.882483657731508,0.970620914432877,2.17728,1088.64,1512,0,3594,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.197220087051392,4,4.0,2.0,4,5.0,1784278471.9482722
3.8,0.95,3.9997854107203468,0.9999463526800867,10.463040000000001,5231.52,6048,94,3710,0.024710830704521555,htb,"{'htb': 4536, 'netem': 4536}",11.216701745986938,4,4.0,2.0,4,5.0,1784278486.032393
4.0,1.0,3.9992113258543607,0.9998028314635902,10.52352,5261.76,6048,292,3708,0.073,htb,"{'htb': 4536, 'netem': 4536}",11.215203285217285,4,4.0,2.0,4,5.0,1784278500.114343
4.4,1.1,4.000039541910494,1.0000098854776236,10.6596,5329.8,6048,691,3701,0.15733151183970856,htb,"{'htb': 4536, 'netem': 4536}",11.188773393630981,4,4.0,2.0,4,5.0,1784278514.1714737
5.2,1.3,3.999269557303495,0.9998173893258737,11.08296,5541.48,6048,1490,3704,0.2868694647670389,htb,"{'htb': 6048, 'netem': 6048}",11.200001239776611,4,4.0,2.0,4,5.0,1784278528.2376468
0.4,0.1,0.43127135875853345,0.10781783968963336,0.36288,181.44,1512,0,400,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.21892261505127,5,4.0,2.0,4,5.0,1784278542.3232555
0.8,0.2,0.8623160509799102,0.21557901274497754,0.46872,234.36,1512,0,799,0.0,htb,"{'htb': 0, 'netem': 0}",11.207844257354736,5,4.0,2.0,4,5.0,1784278556.3973444
1.2,0.3,1.2942645188755013,0.32356612971887533,1.0584000000000002,529.2,1512,0,1202,0.0,htb,"{'htb': 0, 'netem': 0}",11.215537309646606,5,4.0,2.0,4,5.0,1784278570.480139
1.6,0.4,1.7258792454783014,0.43146981136957535,0.40824000000000005,204.12,1512,0,1600,0.0,htb,"{'htb': 0, 'netem': 0}",11.213762521743774,5,4.0,2.0,4,5.0,1784278584.561112
2.0,0.5,2.1562652442375283,0.5390663110593821,0.95256,476.28,1512,0,2004,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.241837739944458,5,4.0,2.0,4,5.0,1784278598.6713185
2.4,0.6,2.5875762481851696,0.6468940620462924,1.01304,506.52,1512,0,2397,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.200578927993774,5,4.0,2.0,4,5.0,1784278612.7391405
2.8,0.7,3.019854161557914,0.7549635403894785,1.5271199999999998,763.56,1512,0,2800,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.211481809616089,5,4.0,2.0,4,5.0,1784278626.817809
3.2,0.8,3.451578746375116,0.862894686593779,1.72368,861.84,1512,0,3195,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.196824073791504,5,4.0,2.0,4,5.0,1784278640.8829486
3.4,0.85,3.667810393593767,0.9169525983984418,1.82952,914.76,1512,0,3400,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.206441879272461,5,4.0,2.0,4,5.0,1784278654.9538932
3.6,0.9,3.883046031483071,0.9707615078707678,1.93536,967.68,1512,0,3597,0.0,htb,"{'htb': 0, 'netem': 0}",11.204943656921387,5,4.0,2.0,4,5.0,1784278669.0255327
3.8,0.95,3.9996139537212305,0.9999034884303076,10.50882,5254.41,6048,93,3704,0.024493020805899393,htb,"{'htb': 4536, 'netem': 4536}",11.199036836624146,5,4.0,2.0,4,5.0,1784278683.091188
4.0,1.0,4.000142391658921,1.0000355979147302,10.765440000000002,5382.72,6048,290,3706,0.07257257257257257,htb,"{'htb': 6048, 'netem': 6048}",11.20360517501831,5,4.0,2.0,4,5.0,1784278697.1603296
4.4,1.1,3.9996953738658396,0.9999238434664599,10.70496,5352.48,6048,691,3704,0.15722411831626848,htb,"{'htb': 4536, 'netem': 4536}",11.201749086380005,5,4.0,2.0,4,5.0,1784278711.2307255
5.2,1.3,4.000054585032677,1.0000136462581692,10.946879999999998,5473.44,6048,1490,3702,0.286979969183359,htb,"{'htb': 4536, 'netem': 4536}",11.194695234298706,5,4.0,2.0,4,5.0,1784278725.292537
0.4,0.1,0.4311635720617479,0.10779089301543697,0.95256,476.28,1512,0,401,0.0,htb,"{'htb': 0, 'netem': 0}",11.222506523132324,6,4.0,2.0,4,5.0,1784278739.3809977
0.8,0.2,0.8623991601797617,0.21559979004494043,0.34776,173.88,1512,0,800,0.0,htb,"{'htb': 0, 'netem': 0}",11.220790147781372,6,4.0,2.0,4,5.0,1784278753.4688625
1.2,0.3,1.293502973890157,0.3233757434725392,0.21168,105.84,1512,0,1199,0.0,htb,"{'htb': 0, 'netem': 0}",11.21226954460144,6,4.0,2.0,4,5.0,1784278767.5483854
1.6,0.4,1.7254522275545694,0.43136305688864235,1.3608,680.4,1512,0,1602,0.0,htb,"{'htb': 0, 'netem': 0}",11.230558395385742,6,4.0,2.0,4,5.0,1784278781.6434507
2.0,0.5,2.157135911362254,0.5392839778405635,0.49896,249.48,1512,0,2002,0.0,htb,"{'htb': 0, 'netem': 0}",11.220633745193481,6,4.0,2.0,4,5.0,1784278795.729344
2.4,0.6,2.588812322689308,0.647203080672327,1.39104,695.52,1512,0,2404,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.232480525970459,6,4.0,2.0,4,5.0,1784278809.829158
2.8,0.7,3.020184411395501,0.7550461028488753,1.8144,907.2,1512,0,2800,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.210255861282349,6,4.0,2.0,4,5.0,1784278823.9073105
3.2,0.8,3.450886426770636,0.862721606692659,1.4364,718.2,1512,0,3199,0.0,htb,"{'htb': 0, 'netem': 0}",11.213091135025024,6,4.0,2.0,4,5.0,1784278837.987531
3.4,0.85,3.6662009719038284,0.9165502429759571,1.40616,703.08,1512,0,3401,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.217807292938232,6,4.0,2.0,4,5.0,1784278852.0727823
3.6,0.9,3.8827195410012245,0.9706798852503061,1.76904,884.52,1512,0,3604,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.224664449691772,6,4.0,2.0,4,5.0,1784278866.164794
3.8,0.95,3.999756881132585,0.9999392202831463,10.6596,5329.8,6048,92,3717,0.024153321081648728,htb,"{'htb': 4536, 'netem': 4536}",11.240891218185425,6,4.0,2.0,4,5.0,1784278880.2725143
4.0,1.0,4.000016265613433,1.0000040664033583,10.6596,5329.8,6048,292,3710,0.07296351824087956,htb,"{'htb': 4536, 'netem': 4536}",11.218994379043579,6,4.0,2.0,4,5.0,1784278894.358425
4.4,1.1,4.000308391470354,1.0000770978675886,10.8408,5420.4,6048,693,3711,0.15735694822888283,htb,"{'htb': 4536, 'netem': 4536}",11.21825909614563,6,4.0,2.0,4,5.0,1784278908.4424925
5.2,1.3,4.000611555778883,1.0001528889447207,10.977540000000001,5488.77,6048,1494,3712,0.2869765655013446,htb,"{'htb': 6048, 'netem': 6048}",11.22043251991272,6,4.0,2.0,4,5.0,1784278922.5302308
0.4,0.1,0.43203921272985363,0.10800980318246341,0.58968,294.84,1512,0,401,0.0,htb,"{'htb': 0, 'netem': 0}",11.226980924606323,7,4.0,2.0,4,5.0,1784278936.6269388
0.8,0.2,0.8628347182739168,0.2157086795684792,0.86184,430.92,1512,0,801,0.0,htb,"{'htb': 0, 'netem': 0}",11.229144811630249,7,4.0,2.0,4,5.0,1784278950.7206624
1.2,0.3,1.2944226297459158,0.32360565743647896,0.378,189.0,1512,0,1202,0.0,htb,"{'htb': 0, 'netem': 0}",11.214167356491089,7,4.0,2.0,4,5.0,1784278964.8033473
1.6,0.4,1.7254675150068544,0.4313668787517136,0.8920800000000001,446.04,1512,0,1599,0.0,htb,"{'htb': 0, 'netem': 0}",11.209428071975708,7,4.0,2.0,4,5.0,1784278978.87943
2.0,0.5,2.1569236239553913,0.5392309059888478,1.45152,725.76,1512,0,2000,0.0,htb,"{'htb': 0, 'netem': 0}",11.2159743309021,7,4.0,2.0,4,5.0,1784278992.9636831
2.4,0.6,2.583094840224076,0.645773710056019,1.04328,521.64,1512,5,2392,0.0020859407592824365,htb,"{'htb': 0, 'netem': 0}",11.201149702072144,7,4.0,2.0,4,5.0,1784279007.0324545
2.8,0.7,3.02018673678814,0.755046684197035,1.69344,846.72,1512,0,2798,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.202237129211426,7,4.0,2.0,4,5.0,1784279021.101772
3.2,0.8,3.451662203913889,0.8629155509784723,1.79928,899.64,1512,0,3196,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.200057744979858,7,4.0,2.0,4,5.0,1784279035.1691964
3.4,0.85,3.6671950372750923,0.9167987593187731,1.93536,967.68,1512,0,3399,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.211376428604126,7,4.0,2.0,4,5.0,1784279049.2484896
3.6,0.9,3.8831952483658596,0.9707988120914649,2.17728,1088.64,1512,0,3598,0.0,htb,"{'htb': 0, 'netem': 0}",11.204599618911743,7,4.0,2.0,4,5.0,1784279063.3209202
3.8,0.95,3.9996920746768168,0.9999230186692042,10.56888,5284.44,6048,92,3703,0.024242424242424242,htb,"{'htb': 4536, 'netem': 4536}",11.195793867111206,7,4.0,2.0,4,5.0,1784279077.3842793
4.0,1.0,4.000095887230717,1.0000239718076793,10.674719999999999,5337.36,6048,291,3705,0.07282282282282282,htb,"{'htb': 6048, 'netem': 6048}",11.203651428222656,7,4.0,2.0,4,5.0,1784279091.454617
4.4,1.1,3.9999450322636423,0.9999862580659106,10.78056,5390.28,6048,691,3706,0.15715260404821468,htb,"{'htb': 6048, 'netem': 6048}",11.207098007202148,7,4.0,2.0,4,5.0,1784279105.5279844
5.2,1.3,3.6382886773950047,0.9095721693487512,9.88848,4944.24,6048,1445,3372,0.29997924019099026,htb,"{'htb': 6048, 'netem': 6048}",11.207453727722168,7,4.0,2.0,4,5.0,1784279119.6026914
0.4,0.1,0.4314987929112441,0.10787469822781103,0.0,0.0,0,0,401,0.0,htb,"{'htb': 0, 'netem': 0}",11.213788032531738,8,4.0,2.0,4,5.0,1784279133.6844895
0.8,0.2,0.8626895241305496,0.2156723810326374,0.40824000000000005,204.12,1512,0,801,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.217402935028076,8,4.0,2.0,4,5.0,1784279147.7695897
1.2,0.3,1.2948416464683126,0.32371041161707814,0.756,378.0,1512,0,1202,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.228702783584595,8,4.0,2.0,4,5.0,1784279161.8659885
1.6,0.4,1.7262426830817017,0.4315606707704254,0.86184,430.92,1512,0,1600,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.204589128494263,8,4.0,2.0,4,5.0,1784279175.9378524
2.0,0.5,2.156541795648326,0.5391354489120815,0.95256,476.28,1512,0,2000,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.212507009506226,8,4.0,2.0,4,5.0,1784279190.019946
2.4,0.6,2.5893234368128755,0.6473308592032189,1.01304,506.52,1512,0,2401,0.0,htb,"{'htb': 0, 'netem': 0}",11.21170711517334,8,4.0,2.0,4,5.0,1784279204.0976079
2.8,0.7,3.016943739511498,0.7542359348778745,1.2398399999999998,619.92,1512,3,2797,0.0010714285714285715,htb,"{'htb': 1512, 'netem': 1512}",11.214167356491089,8,4.0,2.0,4,5.0,1784279218.1783788
3.2,0.8,3.451633736692859,0.8629084341732147,1.90512,952.56,1512,0,3199,0.0,htb,"{'htb': 0, 'netem': 0}",11.207256317138672,8,4.0,2.0,4,5.0,1784279232.2528899
3.4,0.85,3.666523315465512,0.916630828866378,1.92024,960.12,1512,0,3398,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.206923961639404,8,4.0,2.0,4,5.0,1784279246.3292646
3.6,0.9,3.8819981567107367,0.9704995391776842,1.87488,937.44,1512,0,3598,0.0,htb,"{'htb': 0, 'netem': 0}",11.208054780960083,8,4.0,2.0,4,5.0,1784279260.4034524
3.8,0.95,3.9999072284955868,0.9999768071238967,10.765440000000002,5382.72,6048,92,3708,0.024210526315789474,htb,"{'htb': 4536, 'netem': 4536}",11.213252067565918,8,4.0,2.0,4,5.0,1784279274.4843552
4.0,1.0,3.993473589431253,0.9983683973578132,10.56888,5284.44,6048,299,3706,0.07465667915106117,htb,"{'htb': 6048, 'netem': 6048}",11.222314357757568,8,4.0,2.0,4,5.0,1784279288.5738847
4.4,1.1,4.000390631921021,1.0000976579802552,10.962,5481.0,6048,692,3706,0.15734424738517508,htb,"{'htb': 6048, 'netem': 6048}",11.20290994644165,8,4.0,2.0,4,5.0,1784279302.64438
5.2,1.3,3.999721616312671,0.9999304040781678,10.99224,5496.12,6048,1492,3707,0.28697826505097135,htb,"{'htb': 6048, 'netem': 6048}",11.207808017730713,8,4.0,2.0,4,5.0,1784279316.721454
0.4,0.1,0.43110643998916337,0.10777660999729084,0.93744,468.72,1512,0,400,0.0,htb,"{'htb': 0, 'netem': 0}",11.223214387893677,9,4.0,2.0,4,5.0,1784279330.811279
0.8,0.2,0.8630655739893969,0.21576639349734922,0.0,0.0,0,0,801,0.0,htb,"{'htb': 0, 'netem': 0}",11.212515354156494,9,4.0,2.0,4,5.0,1784279344.8911042
1.2,0.3,1.2940210503143081,0.32350526257857704,0.2872799999999999,143.64,1512,0,1200,0.0,htb,"{'htb': 0, 'netem': 0}",11.208040237426758,9,4.0,2.0,4,5.0,1784279358.9663217
1.6,0.4,1.7254516068135353,0.4313629017033838,1.2700799999999999,635.04,1512,0,1602,0.0,htb,"{'htb': 0, 'netem': 0}",11.217061042785645,9,4.0,2.0,4,5.0,1784279373.050339
2.0,0.5,2.1571823039186206,0.5392955759796552,1.25496,627.48,1512,0,1999,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.209022045135498,9,4.0,2.0,4,5.0,1784279387.1263335
2.4,0.6,2.589343892099598,0.6473359730248995,1.16424,582.12,1512,0,2404,0.0,htb,"{'htb': 0, 'netem': 0}",11.225632905960083,9,4.0,2.0,4,5.0,1784279401.2198532
2.8,0.7,3.020003285271262,0.7550008213178155,1.8601800000000002,930.09,1554,0,2800,0.0,htb,"{'htb': 1512, 'netem': 1512}",11.210928201675415,9,4.0,2.0,4,5.0,1784279415.2974813
