family,param,kappa,policy,coverage,p_reject,n_accept,n_reject,err_system,err_accept,err_reject,err_delta_vs_anchor,regret_system,regret_accept,regret_reject,regret_delta_vs_anchor,sla_system,sla_accept,sla_reject,sla_delta_vs_anchor,eps
multiplicative,6.0,6.0,static,0.0,1.0,0,499967,0.34027645824624425,,0.34027645824624425,0.11787777993347562,3.795499152412112,,3.795499152412112,2.028038496540041,0.20950582738460738,,0.20950582738460738,0.05555566667400047,
multiplicative,8.0,8.0,static,0.0,1.0,0,499967,0.34027645824624425,,0.34027645824624425,0.11787777993347562,3.795499152412112,,3.795499152412112,2.028038496540041,0.20950582738460738,,0.20950582738460738,0.05555566667400047,
multiplicative,4.0,4.0,static,1.8001188078413174e-05,0.9999819988119216,9,499958,0.34027645824624425,0.0,0.3402825837370339,0.11787777993347562,3.795499152412112,0.0,3.7955674771361325,2.028038496540041,0.20950582738460738,0.0,0.20950959880629974,0.05555566667400047,
multiplicative,3.0,3.0,static,0.0005260347182914072,0.9994739652817086,263,499704,0.3402584570581658,0.0,0.3404375390231017,0.11785977874539719,3.79470824823032,0.0,3.796705447110626,2.0272475923582487,0.20948782619652898,0.0,0.20959808206458222,0.055537665485922066,
multiplicative,2.0,2.0,static,0.009484625985315031,0.9905153740146849,4742,495225,0.3392963935619751,0.0,0.34254530768842445,0.11689771524920647,3.764688645320164,0.0,3.8007372162850954,1.9972279894480929,0.2086337698288087,0.002741459299873471,0.21060528042808824,0.054683609118201804,
multiplicative,1.5,1.5,static,0.034792296291555246,0.9652077037084448,17395,482572,0.3348721015587029,5.748778384593274e-05,0.3469409746110425,0.11247342324593426,3.649189340883272,5.633664494377678e-05,3.780727574781479,1.881728685011201,0.20524954647006702,0.010865191146881288,0.21225640940626475,0.05129938575946011,
multiplicative,1.25,1.25,static,0.07204475495382695,0.927955245046173,36020,463947,0.32712359015695036,0.001971127151582454,0.35236783511909764,0.10472491184418173,3.4831272862299474,0.006061016379967787,3.753080377940846,1.7156666303578763,0.2003932259529129,0.020349805663520265,0.21437146915488192,0.046443065242305986,
multiplicative,1.0,1.0,static,0.1435814763774409,0.8564185236225591,71786,428181,0.31080451309786444,0.009472599114033376,0.36132383267823653,0.08840583478509581,3.17125637681087,0.03433554355260388,3.6971718166278587,1.403795720938799,0.19059857950624742,0.028821775833728025,0.21772101050723877,0.036648418795640514,
multiplicative,0.75,0.75,static,0.2733880436108783,0.7266119563891217,136685,363282,0.27967645864627066,0.029015619855872993,0.37398770101463874,0.05727778033350203,2.6396777658368706,0.13804752496027553,3.5809171596802694,0.8722171099647995,0.17445951432794565,0.0498884296009072,0.2213294355349288,0.020509353617338744,
multiplicative,0.5,0.5,static,0.49112641434334664,0.5088735856566533,245547,254420,0.23868575325971514,0.08086028336733904,0.39100699630532193,0.016287074946946506,2.0046801988203864,0.48785403070456645,3.4686064432285906,0.23721954294831527,0.15629831568883545,0.08213498841362346,0.22787516704661584,0.002348154978228545,
multiplicative,0.4,0.4,static,0.5879048017169133,0.41209519828308666,293933,206034,0.22558088833863035,0.10480279519482331,0.39788578584117185,0.0031822100258617203,1.8304133830828855,0.6684631073758321,3.4880792556544096,0.06295272721081435,0.1506739444803357,0.09472226663899597,0.23049593756370307,-0.0032762162302712172,
multiplicative,0.35,0.35,static,0.6345718817441951,0.3654281182558049,317265,182702,0.2201185278228363,0.11691488188107733,0.3993333406311918,-0.0022801504899323255,1.7535533308285396,0.7707672579442408,3.4601773601967842,-0.013907325043531538,0.1489078279166425,0.10118670512032528,0.23177633523442545,-0.005042332793964405,
multiplicative,0.3,0.3,static,0.6842431600485632,0.3157568399514368,342099,157868,0.21403612638434136,0.130137767137583,0.3958433628094357,-0.008362551928427275,1.659208980537484,0.8699165001321929,3.3696010058635135,-0.10825167533458724,0.14629365538125516,0.10659779771352737,0.23231433856132971,-0.007656505329351748,
multiplicative,0.25,0.25,static,0.7379727061986091,0.2620272938013909,368962,131005,0.2102698778119356,0.14564914544045185,0.3922674707072249,-0.012128800500833037,1.5989880747917695,0.9977971737350227,3.2921799165970396,-0.1684725810803016,0.1451555802682977,0.11349678286652826,0.23431930079004618,-0.008794580442309213,
multiplicative,0.2,0.2,static,0.7934603683843133,0.20653963161568664,396704,103263,0.2091718053391524,0.16114029603936436,0.39369377221269963,-0.013226872973616244,1.5676911520912342,1.1327028286238354,3.2387796142975516,-0.1997695037808369,0.14563761208239745,0.12231285794950392,0.23524398865033944,-0.00831254862820946,
multiplicative,0.15,0.15,static,0.8455658073432847,0.15443419265671535,422755,77212,0.20948582606452026,0.17542548284467363,0.39597471895560277,-0.012912852248248369,1.5834967822920427,1.2725026354290245,3.2862674728203958,-0.18396387358002841,0.1470977084487576,0.1298577190098284,0.24149095995441122,-0.006852452261849301,
multiplicative,0.1,0.1,static,0.8975072354775415,0.10249276452245848,448724,51243,0.21191998671912346,0.19110187999750403,0.39421969830025566,-0.010478691593645173,1.6276544426264181,1.4301894038004048,3.356813587917754,-0.139806213245653,0.14812377616922717,0.1380425383977679,0.23640302090041568,-0.005826384541379737,
multiplicative,0.05,0.05,static,0.948734616484688,0.05126538351531201,474336,25631,0.21711832980976745,0.20652027254941643,0.41324958058600914,-0.0052803485030011865,1.6936528071947825,1.6033219266177972,3.3653467937487553,-0.07380784867728862,0.1509119601893725,0.1452725494164474,0.2552768132339745,-0.0030382005212344076,
multiplicative,0.0,0.0,static,1.0,0.0,499967,0,0.22239867831276863,0.22239867831276863,,0.0,1.7674606558720711,1.7674606558720711,,0.0,0.1539501607106069,0.1539501607106069,,0.0,
additive,-92.40749268091369,,static,0.0,1.0,0,499967,0.34027645824624425,,0.34027645824624425,0.11787777993347562,3.795499152412112,,3.795499152412112,2.028038496540041,0.20950582738460738,,0.20950582738460738,0.05555566667400047,-92.40749268091369
additive,-69.30561951068526,,static,0.0,1.0,0,499967,0.34027645824624425,,0.34027645824624425,0.11787777993347562,3.795499152412112,,3.795499152412112,2.028038496540041,0.20950582738460738,,0.20950582738460738,0.05555566667400047,-69.30561951068526
additive,-46.203746340456846,,static,0.0001520100326621557,0.9998479899673378,76,499891,0.34027645824624425,0.0,0.340328191545757,0.11787777993347562,3.795499152412112,0.0,3.796076194078362,2.028038496540041,0.20950582738460738,0.0,0.20953767921406866,0.05555566667400047,-46.203746340456846
