label,coverage_target,coverage,policy,n_accept,n_reject,err_system,err_accept,err_reject,err_delta_vs_anchor,regret_system,regret_accept,regret_reject,regret_delta_vs_anchor,sla_system,sla_accept,sla_reject,sla_delta_vs_anchor
B1_random,0.0,0.0,static,0,499967,0.34516878113955524,,0.34516878113955524,0.1244422131860703,1.1835450180133642,,1.1835450180133642,0.6717583735042025,0.24098990533375203,,0.24098990533375203,0.11585964673668461
B1_random,0.01,0.010000660043562875,static,5000,494967,0.3438306928257265,0.2168,0.3451139166853548,0.12310412487224154,1.176419957956292,0.510140470239753,1.1831505024947817,0.6646333134471303,0.23974982348835022,0.1304,0.2408544408011039,0.1146195648912828
B1_random,0.02,0.01999931995511704,static,9999,489968,0.3425626091322027,0.21662166216621662,0.34513274336283184,0.12183604117871777,1.1698840411647409,0.49369767689175464,1.1836832840874738,0.6580973966555792,0.2386137485074015,0.1265126512651265,0.24090144662508572,0.11348348991033408
B1_random,0.03,0.029999979998679913,static,14999,484968,0.3412905251746615,0.21634775651710114,0.34515473185859685,0.12056395722117658,1.1630476737025686,0.4889111482114332,1.1838972426346253,0.6512610291934069,0.23744567141431336,0.12607507167144477,0.24089012058527573,0.11231541281724594
B1_random,0.04,0.04000064004224279,static,19999,479968,0.340222454682009,0.2183609180459023,0.3453001033402227,0.11949588672852407,1.1567874656829111,0.49640591762060327,1.1843038221477136,0.6450008211737495,0.23634559880952144,0.12550627531376568,0.24096398093206214,0.11121534021245402
B1_random,0.05,0.04999929995379695,static,24998,474969,0.339060377984947,0.2191375310024802,0.3453720137524765,0.11833381003146204,1.150073443405776,0.4980585622775989,1.1843895103458124,0.6382867988966143,0.23520552356455526,0.12537002960236818,0.24098625383972427,0.11007526496748785
B1_random,0.06,0.059999959997359825,static,29998,469969,0.3378622989117282,0.22058137209147277,0.3453483102076946,0.11713573095824326,1.1437946414199054,0.5086548566415114,1.184335449991922,0.6320079969107437,0.23403744647146713,0.1259417294486299,0.24093716819620017,0.10890718787439971
B1_random,0.07,0.0700006200409227,static,34998,464969,0.3366742204985529,0.22204125950054288,0.34530259006514413,0.11594765254506795,1.1372907875863745,0.5143293605127032,1.1841808039632171,0.6255041430772128,0.23292337294261423,0.12743585347734157,0.24086336938591604,0.10779311434554681
B1_random,0.08,0.07999927995247687,static,39997,459970,0.33541013706904654,0.22154161562117158,0.34531165075983217,0.1146835691155616,1.130280524973989,0.5118318112596787,1.1840581478677235,0.6184938804648272,0.23168929149323855,0.1271595369652724,0.2407787464399852,0.10655903289617114
B1_random,0.09,0.08999993999603974,static,44997,454970,0.3341600545636012,0.22108140542702848,0.3453436490318043,0.11343348661011626,1.1235450987375353,0.5113319118604701,1.1840936113205787,0.6117584542283736,0.23055921690831596,0.12654176945129675,0.24084664922961954,0.10542895831124854
B1_random,0.1,0.10000060003960261,static,49997,449970,0.33287997007802517,0.2203132187931276,0.34538747027579614,0.11215340212454022,1.1163015373392053,0.5086121348665402,1.1838230322286998,0.6045148928300437,0.229355137439071,0.12580754845290718,0.24086050181123186,0.10422487884200357
B1_random,0.11,0.10999925995115678,static,54996,444971,0.33160988625249266,0.22032511455378573,0.345364079906331,0.11088331829900772,1.1096999992385832,0.5097275000514152,1.183853343086379,0.5979133547294215,0.22823706364620064,0.12613644628700268,0.24085614568140395,0.10310680504913322
B1_random,0.12,0.11999991999471965,static,59996,439971,0.33038380533115186,0.22101473431562105,0.34529775826133996,0.10965723737766692,1.1030564675253853,0.5106542745286791,1.1838385235496012,0.5912698230162237,0.22708298747717348,0.12639175945063005,0.24081359907812105,0.10195272888010606
B1_random,0.13,0.13000058003828252,static,64996,434971,0.3292637314062728,0.221967505692658,0.3452965829905902,0.10853716345278785,1.097015887864591,0.5133557381596083,1.184229920731667,0.5852292433554294,0.22597691447635543,0.12693088805464953,0.2407769713383191,0.10084665587928801
B1_random,0.14,0.13999923994983668,static,69995,429972,0.3279356437524877,0.2220301450103579,0.34517596494655467,0.10720907579900274,1.0900959494405165,0.5125865302683508,1.184108517223897,0.5783093049313548,0.2247748351391192,0.12698049860704336,0.24069474291349205,0.09964457654205178
B1_random,0.15,0.14999989999339958,static,74995,424972,0.3265975554386589,0.2216014400960064,0.3451262671423058,0.10587098748517398,1.082765191553661,0.5130408607269039,1.1833047004868438,0.5709785470444992,0.22352875289769125,0.1267551170078005,0.24060643995369108,0.09839849430062383
