label,coverage_target,coverage,policy,n_accept,n_reject,err_system,err_accept,err_reject,err_delta_vs_anchor,regret_system,regret_accept,regret_reject,regret_delta_vs_anchor,sla_system,sla_accept,sla_reject,sla_delta_vs_anchor
B1_random,0.56,0.5600009600633642,static,279982,219985,0.27407808915388415,0.22269288739990428,0.33947769166079506,0.05167941084111552,2.655932662464802,1.7684828648627575,3.7854186239267906,0.888472006592731,0.17829176725663895,0.15435635147973797,0.20875514239607246,0.02434160654603204
B1_random,0.5700000000000001,0.5699996199749183,static,284981,214986,0.27277600321621226,0.2226008049659451,0.3392872093996818,0.05037732490344363,2.634162724118953,1.7685979997368828,3.7815374402359416,0.866702068246882,0.17765572527786833,0.1542664247791958,0.208660098797131,0.023705564567261417
B1_random,0.58,0.5800002800184813,static,289981,209986,0.2717299341756556,0.22265251861328847,0.3395035859533493,0.049331255862886975,2.6153640525744817,1.7692473352269442,3.7838122910911274,0.8479033967024106,0.1770896879194027,0.15419286091157697,0.20870915203870735,0.02313952720879578
B1_random,0.59,0.5900009400620441,static,294981,204986,0.27046585074614926,0.22255670704214847,0.3394085449738031,0.04806717243338063,2.5949064515929656,1.767584784925015,3.7854471351292993,0.8274457957208945,0.1765856546532071,0.15426078289788156,0.20871181446537812,0.0226354939426002
B1_random,0.6,0.5999995999735983,static,299980,199987,0.26932377536917435,0.22253816921128075,0.3395020676343962,0.04692509705640571,2.5746736863430466,1.767493913349002,3.785441327753506,0.8072130304709755,0.1759776145225585,0.15417361157410495,0.20868356443168806,0.02202745381195159
B1_random,0.61,0.6100002600171611,static,304980,194987,0.26823770368844346,0.222598203160863,0.33962264150943394,0.04583902537567483,2.556758578042679,1.7687273878225636,3.7893215304104313,0.7892979221706078,0.17550558336850233,0.15425929569152075,0.20873699272259177,0.021555422657895423
B1_random,0.62,0.620000920060724,static,309980,189987,0.26709962857548597,0.22259823214400928,0.3397074536678825,0.04470095026271734,2.5370348646784153,1.7686393780471543,3.7907376598483933,0.7695742088063442,0.17498354891422835,0.1542583392476934,0.20879849673925058,0.02103338820362144
B1_random,0.63,0.6299995799722782,static,314979,184988,0.2659895553106505,0.22257356839662326,0.33991394036369926,0.04359087699788186,2.5174369264935748,1.7681770630020395,3.793201422259249,0.7499762706215036,0.17448151578004148,0.15419123179640548,0.20902977490431812,0.02053135506943457
B1_random,0.64,0.640000240015841,static,319979,179988,0.26482147821756236,0.22264586113463697,0.33980043113985375,0.04242279990479372,2.4962927062159936,1.7682997203607767,3.7905038070725325,0.7288320503439225,0.17390547776153226,0.154206994834036,0.20892503944707425,0.019955317050925347
B1_random,0.65,0.6500009000594039,static,324979,174988,0.26357939624015186,0.22249437655971616,0.3398804489450705,0.04118071792738323,2.4752209231758333,1.767857432396222,3.788901174793474,0.7077602673037622,0.17332943974302303,0.15424688979903317,0.20876860127551602,0.019379279032416125
B1_random,0.66,0.659999559970958,static,329978,169989,0.2625233265395516,0.2225905969488875,0.3400396496243875,0.040124648226782994,2.4561099413725342,1.767618943613524,3.7925898457105958,0.6886492855004631,0.17281140555276647,0.15428907381704235,0.20876644959379725,0.018861244842159564
B1_random,0.67,0.670000220014521,static,334978,164989,0.2612952454862021,0.22252207607663788,0.34001660716775056,0.038896567173433455,2.4359977031685354,1.7675103578123057,3.793230936734041,0.6685370472964642,0.17223336740224854,0.15424296520965555,0.20875937183691035,0.01828320669164163
B1_random,0.68,0.6800008800580838,static,339978,159989,0.26009716641298325,0.2224879256893093,0.3400171261774247,0.03769848810021462,2.4170924278571873,1.7668509785897357,3.798861095947178,0.6496317719851161,0.17175933611618366,0.15416879915759255,0.20913937833226035,0.01780917540557675
B1_random,0.6900000000000001,0.689999539969638,static,344977,154990,0.2588830862836947,0.22249309374248138,0.339879992257565,0.036484407970926086,2.394939545123843,1.7659273213394142,3.794995999891769,0.6274788892517718,0.1711892984937006,0.1541523058058943,0.20911026517839862,0.01723913778309369
B1_random,0.7000000000000001,0.7000002000132008,static,349977,149990,0.25787902001532104,0.22258034099383675,0.34024268284552306,0.035480341702552404,2.3765438097398297,1.7668234405580043,3.7992260261885775,0.6090831538677586,0.170727267999688,0.1541158418981819,0.20948729915327688,0.016777107289081078
B1_random,0.71,0.7100008600567638,static,354977,144990,0.2568089493906598,0.22252991038856038,0.3407338437133595,0.03441027107789116,2.3581895355220475,1.767799609381268,3.803632978598641,0.5907288796499763,0.1702412359215708,0.1541705518949115,0.2095868680598662,0.0162910752109639
B1_random,0.72,0.7199995199683179,static,359976,139991,0.2556748745417198,0.22257872747072027,0.340779050081791,0.033276196228951144,2.3383780910721734,1.7676564837374202,3.805944444065832,0.5709174352001023,0.16970520054323585,0.1541408316109963,0.20972776821367087,0.015755039832628936
B1_random,0.73,0.7300001800118808,static,364976,134991,0.25460480391705853,0.22257901889439305,0.3411931165781422,0.0322061256042899,2.3183629547737525,1.7671128396442037,3.808781293918749,0.5509022989016814,0.16918116595695315,0.15406492481697426,0.21005104043973302,0.01523100524634624
B1_random,0.74,0.7400008400554436,static,369976,129991,0.25343472669196165,0.22259822258741108,0.34120054465309135,0.03103604837919302,2.2982733458333984,1.7675046186110641,3.8089293960431068,0.5308126899613272,0.16860912820246135,0.1540180984712522,0.21013762491249394,0.014658967491854441
B1_random,0.75,0.7499994999669978,static,374975,124992,0.25225464880682125,0.2225295019667978,0.34142985151049665,0.029855970494052614,2.2783098827704116,1.767094165045533,3.811952945957545,0.5108492268983404,0.16803309018395213,0.15382892192812855,0.21064548131080388,0.014082929473345218
B1_random,0.76,0.7600001600105607,static,379975,119992,0.25107857118569826,0.22252779788143956,0.3414894326288419,0.02867989287292963,2.2582090824734258,1.767063110986691,3.813506023233409,0.49074842660135465,0.1674370508453558,0.15392328442660702,0.21023068204546969,0.01348689013474888
B1_random,0.77,0.7700008200541236,static,384975,114992,0.2499564971288105,0.22259627248522632,0.34155419507443996,0.027557818816041857,2.2391443395767463,1.7674129016171682,3.8184264664072076,0.47168368370467517,0.16690501573103825,0.1539164880836418,0.21038854876861,0.012954855020431338
B1_random,0.78,0.7799994799656778,static,389974,109993,0.2487944204317485,0.22254304133096053,0.34186720973152834,0.026395742118979854,2.2191725508478526,1.7666009799757783,3.823739621291121,0.45171189497578146,0.16638098114475555,0.15389487504295157,0.21064976862163956,0.012430820434148643
B1_random,0.79,0.7900001400092406,static,394974,104993,0.24764034426272133,0.2225868031819816,0.3418894592972865,0.025241665949952696,2.199306787333239,1.7672010168473231,3.824848914826539,0.4318461314611679,0.1658649470865077,0.1539569693194995,0.21066166315849627,0.011914786375900793
B1_random,0.8,0.8000008000528035,static,399974,99993,0.2464082629453544,0.22252696425267643,0.3419339353754763,0.024009584632585762,2.178306028653436,1.7665118193146463,3.825491102469334,0.410845372781365,0.1652289051077371,0.15386250106256907,0.21069474863240426,0.011278744397130197
B1_random,0.81,0.8099994599643576,static,404973,94994,0.24512617832776964,0.22258520938432932,0.34122155083478956,0.022727500015001012,2.1567577239301845,1.7666933461892076,3.8196579202257035,0.38929706805811337,0.16464286642918433,0.15382753911989194,0.21075015264121943,0.010692705718577417
B1_random,0.8200000000000001,0.8200001200079206,static,409973,89994,0.24390809793446366,0.22262929509992122,0.3408449452185701,0.02150941962169503,2.136091728540471,1.7674306643855429,3.815549052970858,0.3686310726683999,0.16399482365836146,0.15378329792449746,0.21051403426895127,0.010044662947754551
B1_random,0.8300000000000001,0.8300007800514834,static,414973,84994,0.24263001358089634,0.22261930294260107,0.34032990564039817,0.020231335268127704,2.114679433865045,1.7675993085173496,3.809256472902024,0.34721877799297385,0.16339278392373896,0.15385579302749816,0.2099559968938984,0.009442623213132051
B1_random,0.84,0.8399994399630376,static,419972,79995,0.24134392869929416,0.22260055432266912,0.33974623413963373,0.01894525038652553,2.0945174984165607,1.7684307117352667,3.8064659948990474,0.3270568425444895,0.1628407474893343,0.1539507395731144,0.20951309456841052,0.008890586778727394
B1_random,0.85,0.8500001000066004,static,424972,74995,0.24010584698590107,0.2225793699349604,0.3394226281752117,0.017707168673132434,2.0716011102300413,1.7673090477700661,3.7959241500025684,0.3041404543579702,0.16220870577458113,0.15387602006720444,0.2094272951530102,0.00825854506397422
B1_random,0.86,0.8600007600501633,static,429972,69995,0.23891576844071707,0.2225493753081596,0.33945281805843275,0.01651709012794844,2.0522616374084275,1.767761768945652,3.799914718952489,0.28480098153635636,0.1616766706602636,0.15391002204794732,0.20938638474176727,0.007726509949656679
B1_random,0.87,0.8699994199617175,static,434971,64996,0.2378997013802911,0.2226723160854402,0.3398055264939381,0.015501023067522463,2.032071714599632,1.7686842072361388,3.7947329162952155,0.26461105872756097,0.16111263343380663,0.15394819424743258,0.20905901901655485,0.007162472723199725
B1_random,0.88,0.8800000800052803,static,439971,59996,0.23664961887484573,0.22260785369944838,0.33962264150943394,0.014250940562077097,2.011187313772121,1.7679966863807188,3.794586599124855,0.24372665790004966,0.16057259779145425,0.15397605751288154,0.20894726315087672,0.006622437080847338
B1_random,0.89,0.8900007400488432,static,444971,54996,0.23558154838219322,0.22258079740028003,0.34077023783547894,0.01318287006942459,1.9926077872762393,1.768499948478466,3.805857644314644,0.2251471314041682,0.1600745649212848,0.15400329459672654,0.20919703251145538,0.006124404210677892
B1_random,0.9,0.8999993999603974,static,449970,49997,0.23452147841757556,0.22258595017445607,0.3419405164309859,0.01212280010480693,1.9742784612532593,1.7691508886241059,3.8204143065227827,0.2068178053811882,0.15951052769482785,0.15395470809165054,0.20951257075424526,0.005560366984220938
B1_random,0.91,0.9100000600039603,static,454970,44997,0.2333033980242696,0.222603688155263,0.3414894326288419,0.010904719711500976,1.953353735828266,1.768844650593112,3.818946964475467,0.18589307995619486,0.159008494560641,0.15406290524649977,0.20901393426228415,0.005058333850034097
B1_random,0.92,0.9200007200475231,static,459970,39997,0.23222932713559094,0.22270365458616867,0.34177563317248794,0.009830648822822308,1.9346956908392974,1.7695518858054886,3.8338680287996723,0.16723503496722625,0.15846245852226246,0.1541057025458182,0.20856564242318174,0.004512297811655547
B1_random,0.93,0.9299993799590773,static,464969,34998,0.23120525954713012,0.2227266764020827,0.3438482198982799,0.008806581234361482,1.9170698555268426,1.770163718345651,3.868804231748387,0.14960919965477149,0.15800842855628472,0.1540833905056036,0.21015486599234243,0.00405826784567781
B1_random,0.9400000000000001,0.9400000400026401,static,469969,29998,0.23006318417015523,0.22269979509286783,0.34542302820188014,0.007664505857386594,1.8964326898338784,1.7700584653563585,3.876296944233361,0.12897203396180723,0.15748839423401945,0.15406760871461736,0.2110807387159144,0.0035382335234125373
B1_random,0.9500000000000001,0.9500007000462031,static,474969,24998,0.22882710258877087,0.22269453374851833,0.3453476278102248,0.006428424276002237,1.8751925331162551,1.7697974066829116,3.8777294483462232,0.10773187724418398,0.1568783539713621,0.15406900239805124,0.21025682054564365,0.002928193260755191
B1_random,0.96,0.9599993599577572,static,479968,19999,0.22752101638708155,0.2226356757117141,0.3447672383619181,0.005122338074312921,1.8541018127937305,1.7690466911026215,3.8953907096304814,0.08664115692165941,0.1562903151608006,0.15400193346223082,0.2112105605280264,0.002340154450193699
