episode,seed,epsilon,train_return,train_loss,steps,z_steps
1,401000,1.0,3.94097287,,5,0
2,401001,0.99,0.03372562,,5,12
3,401002,0.9801,3.30658099,,4,0
4,401003,0.970299,3.92972259,,4,12
5,401004,0.96059601,3.45724388,,4,1
6,401005,0.95099005,3.46634442,,4,1
7,401006,0.94148015,4.15035026,,5,3
8,401007,0.93206535,3.79578365,,4,8
9,401008,0.92274469,4.05235678,,4,1
10,401009,0.91351725,3.88844515,,5,8
11,401010,0.90438208,3.83677467,,4,0
12,401011,0.89533825,1.8705532,,5,1
13,401012,0.88638487,3.97098172,,4,0
14,401013,0.87752102,4.14860701,,4,12
15,401014,0.86874581,3.88567859,,4,0
16,401015,0.86005835,4.01799788,,4,3
17,401016,0.85145777,3.40453771,,4,1
18,401017,0.84294319,2.04794963,,4,3
19,401018,0.83451376,3.76169977,,4,3
20,401019,0.82616862,3.97418174,,4,5
21,401020,0.81790694,3.24391677,,4,3
22,401021,0.80972787,3.89964564,,4,5
23,401022,0.80163059,3.99692089,,5,3
24,401023,0.79361428,4.00075089,,4,8
25,401024,0.78567814,3.63868555,,4,3
26,401025,0.77782136,3.55695732,,5,3
27,401026,0.77004315,3.70077749,,5,8
28,401027,0.76234271,3.00438918,,5,12
29,401028,0.75471929,4.20537321,,5,5
30,401029,0.74717209,3.70074944,,5,12
31,401030,0.73970037,4.11690817,,5,8
32,401031,0.73230337,4.13451778,,5,8
33,401032,0.72498034,4.04400787,,4,8
34,401033,0.71773053,3.98053733,,5,1
35,401034,0.71055323,4.18333558,,5,5
36,401035,0.70344769,2.98372703,,5,1
37,401036,0.69641322,3.74928409,,4,0
38,401037,0.68944909,0.79231878,,5,0
39,401038,0.6825546,2.77518131,,4,1
40,401039,0.67572905,1.46772615,,5,3
41,401040,0.66897176,3.85262495,,4,12
42,401041,0.66228204,3.96396655,,4,8
43,401042,0.65565922,4.02194773,,5,0
44,401043,0.64910263,0.68573033,,5,0
45,401044,0.6426116,3.6281523,,5,0
46,401045,0.63618549,3.77241804,,4,3
47,401046,0.62982363,3.76218303,,5,0
48,401047,0.62352539,4.13049436,,5,8
49,401048,0.61729014,3.98674788,,4,5
50,401049,0.61111724,3.92093221,,4,0
51,401050,0.60500607,3.88078847,,4,12
52,401051,0.59895601,3.76421924,,4,3
53,401052,0.59296645,0.75584272,,5,1
54,401053,0.58703678,3.65598432,,4,8
55,401054,0.58116641,3.82972318,,4,5
56,401055,0.57535475,3.9968269,,4,3
57,401056,0.5696012,3.62566888,,4,8
58,401057,0.56390519,3.6851904,,4,3
59,401058,0.55826614,3.78427004,,4,0
60,401059,0.55268348,3.80374222,,4,5
61,401060,0.54715664,3.76043244,,5,3
62,401061,0.54168508,3.8957685,,5,1
63,401062,0.53626823,4.03136127,,4,3
64,401063,0.53090554,3.96000593,,4,3
65,401064,0.52559649,4.00924515,,4,8
66,401065,0.52034052,0.75819733,,5,3
67,401066,0.51513712,3.79058516,,5,1
68,401067,0.50998575,2.37454132,,4,5
69,401068,0.50488589,3.92885074,,4,3
70,401069,0.49983703,3.56322806,,4,5
71,401070,0.49483866,4.16610824,,4,5
72,401071,0.48989027,3.76486005,,4,1
73,401072,0.48499137,3.99064527,,4,8
74,401073,0.48014146,4.01507905,,4,0
75,401074,0.47534004,4.02102269,,4,3
76,401075,0.47058664,3.38113918,,4,3
77,401076,0.46588078,4.02723301,,4,5
78,401077,0.46122197,3.77941328,,4,5
79,401078,0.45660975,3.93205169,,4,8
80,401079,0.45204365,4.1797265,,5,1
81,401080,0.44752321,3.34826812,,4,8
82,401081,0.44304798,0.61658238,,5,5
